,GFP5-1 Sum,GFP5-2 Sum,GFP9-1 Sum,GFP9-2 Sum,O2.9-1 Sum,O2.9-2 Sum,O2.10-1 Sum
Prpf4,1679,2046.44,1777.09,1807.64,1525.83,1525.88,1508.79
Cnn3,4011.11,4798.84,3121.45,3606.13,3107,2965.81,2461.22
Ppap2c,226.768,238.697,207.303,217.462,167.844,166.181,122.871
Gon4l,355.008,383.211,354.056,381,402.145,325.552,428.036
Napa,3143.59,3967.13,3104.35,3493.29,3318.99,3447.93,3274.52
Smdt1,146.017,103.259,126.489,120.832,142.872,152.833,220.72
Mrpl12,589.66,741.847,664.208,706.69,743.381,699.291,633.584
Cab39l,181.101,196.574,188.29,220.907,149.878,145.667,193.595
Atp5o,1929.75,2013.89,2084.92,1990.12,1988.87,1972.92,1684.76
Alg5,360.013,116.144,421.618,176.952,338.615,374.703,838.577
Phyhd1,24.2713,22.8408,24.0887,24.4548,67.3083,54.895,109.989
Mcts1,67.8692,105.447,85.4795,113.227,118.835,106.296,90.5466
Iah1,186.537,227.894,164.084,159.827,200.057,192.651,289.891
Phkg2,49.0308,49.9293,40.6579,44.0688,47.9948,38.0478,46.9006
Chmp2a,1326.16,1443.37,1397.57,1439.67,1524.77,1462.95,1525.12
Med27,50.2822,43.0181,66.3146,55.5118,62.4942,57.7033,72.3042
Znf593,51.2546,45.9942,49.3408,60.8725,45.865,51.4627,40.6812
Zfpl1,307.551,264.516,288.839,285.684,436.348,501.92,508.996
Ap1s2,347.047,279.595,345.315,329.066,344.953,323.82,394.993
Fam122a,246.955,269.046,256.973,312.334,408.155,430.631,268.923
Cyb5r1,336.125,220.915,312.826,223.606,513.683,517.232,1275.32
Uqcrc2,1923.21,2217.07,2294.29,2321.58,2064.56,2022.43,2576.92
Rrp8,1469.63,1372.77,1412.42,1516.61,1447.21,1509.59,1810.02
Smg9,263.632,287.861,227.18,277.171,234.347,246.924,214.561
Med29,303.461,380.943,315.493,340.661,310.409,250.399,246.487
Wdr53,110.116,162.479,104.214,147.63,152.559,142.662,102.873
Ngdn,1081.62,1144.26,1097.04,1061.48,814.508,762.065,1287.79
Leng1,149.702,147.844,172.23,161.27,165.006,184.901,230.203
Gtf2h1,43.7598,41.7702,41.9364,44.7596,40.8423,44.7759,51.3348
Naa16,2003.03,1343.13,2184.25,1722.78,1691.47,1660.82,2272.77
Eif4e3,184.937,216.801,147.656,184.997,314.646,273.92,127.344
Selo,366.611,405.349,359.897,418.713,564.203,574.113,368.442
Cmtr1,1003.5,911.299,1091.78,952.777,1041.43,1120.82,1656.72
Prkar1a,1177.72,1296.95,1184.53,1236.32,1785.58,1710.5,1366.64
Pelp1,1129.77,1239.32,1119.26,1260.81,1084.3,1137.4,1061.37
Alg2,601.415,486.209,600.429,540.862,485.297,484.761,441.884
Ftsj3,1976.94,1328.42,2048.18,1698.42,1888.68,1773.35,2865.75
Aldh7a1,727.516,766.443,588.685,678.736,1126.21,1143.47,907.883
Cwc25,72.6153,61.0385,69.4388,64.8131,65.5797,66.8488,75.6808
Ap2b1,2743.87,3020.42,2593.33,2782.92,2176.57,2120.48,2090.68
Plin3,2906.56,3249.47,2551.82,2851.54,2406.18,2190.09,2332.85
Rpn2,3225.93,1045.43,3439.58,1721.51,3927.86,4177.87,4186.71
Srpr,2210.02,1036.54,2674.47,1613.62,2065.4,2218.69,2815.73
Tax1bp3,1108.21,1618.38,1260.11,1351.88,686.858,720.451,553.333
Wwp2,181.928,199.381,189.185,206.193,172.002,168.7,160.386
Lman2,765.914,519.046,947.968,722.727,1023.08,1113.25,1425.04
Pgam1,2405.34,3512.26,2290.68,3381.67,3200.77,3433.12,2006.87
Baiap2l1,5110.82,5697.95,4265.09,4660.18,1375.56,1267.75,2540.07
Acadsb,496.676,538.301,516.508,500.239,702.765,761.832,913.74
Gdap2,543.346,591.398,509.389,535.983,520.517,482.372,512.164
Coasy,777.141,705.227,526.184,816.856,599.801,626.696,615.94
Abhd5,41.4082,38.2727,34.8008,36.2134,32.4388,33.1976,35.7066
Gpatch1,213.946,243.664,249.552,256.891,225.119,211.966,291.438
P33monox,753.958,831.191,711.484,769.818,606.135,590.055,611.307
Lonp2,450.213,382.381,479.307,420.059,423.072,432.232,549.105
Ddx59,127.692,147.393,92.9274,133.33,134.891,130.407,125.444
Cmpk1,2041.62,2279.01,1952.12,2029.61,1412.91,1333.17,897.345
Scyl3,51.9007,57.8189,65.1067,61.4137,47.9509,61.7786,79.3125
Akap8,991.371,1089.84,1001.94,1075.62,909.575,858.927,917.456
Xrn2,2933.27,2251.54,3066.65,2955.4,2623.63,2600.67,2941.96
Armc8,1755.02,1681.65,1603.28,1676.11,1535.19,1481.41,1626.19
Apbb2,1761.37,1902.14,2368.51,2607.65,1807.73,1748.81,1491.34
Ppp1r12a,5627.81,6424.73,4525.35,4758.2,5578.94,5320.4,5291.66
Tmem43,3446.64,1036.57,2691.55,1292.47,3450.77,3831.28,2584.52
Tprg1l,19.0569,16.2495,13.9081,14.5656,13.0535,13.5399,10.979
Klc4,1219.71,1426.28,1132.94,1295.52,966.395,967.127,860.56
Poc5,53.0361,61.9433,55.6856,56.2759,52.8107,48.9825,39.1271
Osbpl3,1649.95,1875.82,1401.64,1530.23,2176.7,2087.97,1691.56
Ccdc97,214.001,263.467,218.814,265.538,280.247,285.809,268.387
Tm9sf1,287.007,282.651,280.193,287.995,260.368,255.877,333.525
Riok3,1138.55,1474.29,919.167,1095.72,732.428,842.965,540.648
Rsrc1,817.954,882.347,804.525,870.398,791.261,756.044,678.99
Dhx34,77.8057,52.2156,82.9296,67.4065,89.9956,93.5874,123.234
Mxra8,580.472,583.382,469.532,494.432,1013.45,966.676,515.285
Gtlf3b,116.277,143.313,134.993,150.059,114.995,93.4263,92.1357
Pdcl,481.013,567.67,530.43,570.572,400.278,412.489,426.455
Foxp4,435.795,431.951,445.631,455.504,429.358,447.986,488.387
Syvn1,374.581,112.36,444.067,198.718,500.851,559.624,819.138
Cbx6,67.0281,47.3826,79.6983,58.9957,75.0582,91.7769,92.6731
Nvl,3657.31,3958.93,3849.01,3971.97,3586.97,3460.71,3885.62
Ikbip,542.249,645.747,581.582,632.119,1461,1407.93,921.642
Ikbip,256.212,242.858,298.434,241.11,622.779,621.262,492.895
Eif3k,1222.55,1336.67,1150.05,1283.3,1079.66,1012.8,1187.1
Syde1,250.919,199.593,299.826,283.379,247.784,281.571,304.684
Rgs3,147.431,130.277,155.319,170.423,97.4479,90.5618,80.3805
Ergic1,876.124,457.768,943.921,647.379,773.289,820.19,1059.25
Dnajc10,2012.08,2023.55,2090.03,2132.44,2289.31,2363.78,2196.84
Csnk1d,386.554,282.098,376.441,330.963,348.358,378.15,470.99
Abcb6,1300.24,1230.28,993.041,975.969,834.858,772.058,1203.35
Hmg20a,135.032,134.28,137.049,151.199,144.174,162.716,159.274
Mfsd1,14.5772,16.4731,18.3318,19.4549,18.8452,17.6499,24.6478
Telo2,660.702,640.847,683.391,692.946,655.771,665.098,713.691
Cdc40,1261.53,1519.59,1527.47,1848.81,1461.78,1476.73,1465.32
Crot,1093.96,992.769,1031.51,1117.45,992.088,961.955,1130.24
Gnai3,539.641,498.204,379.15,389.955,476.038,491.52,555.282
Cpne8,1216.69,1254.03,1146.57,1151.51,659.636,653.876,666.817
Pmpca,1739.21,2138.51,1563.24,1548.31,1352.66,1491.43,1740.89
Fbxo3,801.468,868.428,850.813,874.162,995.074,961.799,1282.76
Ndufa9,1178.8,1033.32,1389.67,1068.87,889.039,907.079,1378.07
Ndufs7,173.231,149.355,203.921,185.065,133.502,133.584,230.809
Mrps15,814.173,687.655,900.006,699.741,894.391,854.567,993.727
Mrps11,485.845,467.057,613.371,463.878,587.257,651.021,755.719
Brix1,1470.54,1100.65,1537.14,1388.02,1315.77,1283.69,1450.46
Isca2,273.289,267.402,221.699,295.958,155.232,160.658,170.241
Pycrl,1523.58,1734.59,1497.62,1695.08,1713.73,1475.14,1527.99
Tomm20,366.681,251.526,393.151,276.624,295.283,301.305,480.811
Pgd,4645.61,3632.26,4137.13,3688.63,4488.23,4384.37,6555.49
Xab2,1967.31,1572.2,2068.59,1818.57,1670.53,1671.14,1957.69
Tjap1,953.741,1089.09,952.238,1012.29,771.512,821.453,879.512
Gabarap,845.641,623.402,804.549,758.54,1068.16,1037.44,893.697
Pak1ip1,2511.84,2366.75,2713.67,2498.81,2142.6,2106.83,2355.11
Ssr3,56.6984,17.5058,71.0479,27.5875,53.5563,76.5381,110.831
Trmt112,46.4953,68.5491,75.9618,83.6233,94.0536,93.7654,59.0411
Pop7,137.279,141.694,141.511,152.033,121.554,127.078,137.069
Eif3f,3298.07,3744.36,3321.76,3601.75,3142.51,2996.09,3200.71
Zfand6,121.248,161.244,131.415,116.412,108.997,142.605,103.525
Mrpl32,24.6459,25.7821,26.8159,24.8708,29.9638,25.2597,28.1044
Mlst8,705.487,916.402,604.405,677.981,668.005,655.022,629.564
Ndufa8,356.488,483.466,478.128,537.08,409.435,356.912,378.582
Aurkaip1,24.9572,22.5656,27.946,23.4283,23.1166,24.3004,32.8903
Tspan4,62.9103,66.7072,47.931,56.3257,65.9368,69.0547,52.1503
Fam96a,125.964,116.362,121.501,128.828,160.646,166.018,138.209
Mettl15,31.967,41.1138,35.9584,37.7111,41.6267,50.2183,58.5115
Ppp1r2,1351.04,1532.8,1180.68,1510.7,917.551,854.88,492.426
Paics,4311.14,5224.31,4145.06,5720.78,3544.68,3623.75,4254.53
Ethe1,1173.94,1449.84,1055.16,1047.98,854.615,908.397,770.394
Dnal4,78.2569,80.8573,118.345,108.642,87.657,71.2053,57.2101
Nudt12,60.1198,61.6719,82.2432,96.2448,50.4934,61.0147,88.8171
Cyb5r3,3708.99,1678.5,4202,2398.52,4951.38,5500.02,8217.55
Rnft1,102.901,86.1831,88.8472,95.6454,102.559,96.1033,113.109
Ap3s1,1064.54,1177.31,1208.57,1275.86,1164.88,1165.6,746.118
,73.5693,88.3494,66.5681,127.385,74.1825,72.9829,65.003
Mecr,1652.07,1581.77,1728.24,1744.93,1337.09,1311.8,1639.52
Ndufb10,882.219,1015.7,988.391,997.277,1072,1053.8,1071.89
Akr1e2,818.507,875.555,1206.05,1234.71,1306.06,1315.79,1532.77
Ndufs3,813.891,848.952,928.915,858.325,585.877,566.314,833.179
Sdf2,99.7113,124.517,112.661,111.103,137.313,132.733,109.577
Bap18,521.867,657.378,563.528,648.927,922.426,889.079,492.72
Crip2,1715.6,1864.16,1607.1,1736.23,1264.82,1167.44,968.518
Mrpl4,505.431,516.117,538.194,500.424,552.442,535.599,620.367
Rmdn1,604.552,741.54,620.74,682.187,580.345,557.824,376.17
Etfb,2092.54,2337.35,1942.53,1903.93,2596.58,2456,2651.31
Mad2l1bp,232.129,224.469,219.061,237.67,163.747,163.945,183.78
Atp5h,1080.6,1137.39,1265.47,1000.59,1236.11,1295.62,1022.92
Apoo,188.027,223.541,203.333,182.921,295.052,283.359,237.94
L7rn6,331.718,407.925,298.551,371.997,335.038,294.615,402.288
Rab13,41.0119,52.016,39.3281,38.6187,45.8006,37.4647,35.5488
Dtd1,116.169,116.133,103.898,110.532,226.752,208.03,312.134
Rassf7,49.924,59.5893,42.2137,54.4693,51.9358,62.4461,58.6878
Tsc1,397.166,377.212,446.629,419.566,401.51,419.023,483.47
Sacm1l,1456.41,606.074,1739.58,979.208,2195.35,2304.69,2497.22
Rai14,4247.4,5048.93,4520.75,5110.87,5067.65,4819.42,5244.67
Emc7,916.83,353.002,1018.27,503.028,1044.49,1178.11,1384.55
Wdr4,1219.7,1193.13,1292.11,1351.77,1209.89,1135.97,1408.52
Lactb,245.652,221.817,284.825,289.97,260.299,268.096,459.358
Senp3,723.83,613.842,823.937,697.325,726.249,797.714,1051.72
Nmnat1,73.9832,65.051,52.6574,51.8592,41.9582,43.1043,63.8548
Serhl,179.528,200.369,160.571,191.964,290.221,298.672,224.509
Parva,2396.68,2448.74,2216.21,2256.28,2573.07,2501.52,2167.55
Atp13a1,2656.59,935.87,3156.87,1602.87,3045.83,3346.19,5384.65
Arfgap1,1772.24,1905.07,1770.79,1871.98,1749.17,1715.79,1608.7
Rp2,743.265,752.729,733.302,770.031,977.187,945.272,722.452
Wwtr1,46.9795,43.7787,41.3046,55.7375,32.0918,33.654,35.1385
Sil1,318.774,365.543,321.244,352.553,948.121,944.7,365.117
Xpo7,3201.95,3324.24,3409.69,3351.47,2483.68,2407.29,3022.41
Ipo7,4288.09,5014.08,4518.78,4860.13,3818.51,3617.21,3477.86
Acox3,1159.84,1188.23,853.629,872.667,780.939,762.429,1199.54
Sync,1440.09,1626.66,1060.17,1308.84,729.701,638.073,517.656
Stard5,210.198,248.575,155.622,171.181,115.183,127.394,217.81
Tcf20,339.749,315.735,352.346,323.182,393.854,378.316,348.648
Pla2g12a,35.5359,32.8245,29.2968,30.8748,36.7875,35.2547,17.2764
Slc23a2,187.634,145.729,198.882,185.973,161.39,205.806,218.837
Sorcs2,5192.29,5131.09,5274.12,5046.44,1725.08,1530.59,3414.82
Glce,291.872,266.384,299.018,259.158,348.499,340.804,370.259
Upf1,5495.71,6372.03,5721.65,5934.07,5178.73,5214.7,4918.46
Cpsf1,4910.61,4175.3,4667.1,4419.29,3729.43,3758.36,3260.86
Ubl5,228.075,225.562,228.352,220.766,204.483,202.217,200.453
Inpp4a,219.161,155.42,190.361,174.868,230.964,222.905,212.5
Hsd17b11,98.3836,80.2225,124.244,89.5509,136.38,128.741,160.171
Aldh6a1,711.523,800.487,789.177,802.68,1318.11,1333.44,1512.97
Pold3,1050.76,957.588,1028.17,975.569,1185.41,1198.23,1092.47
Pes1,3157.27,1901.3,3432.46,2449.16,2908.15,2817.04,4207.34
Nif3l1,586.811,716.72,647.677,684.771,653.535,708.303,1054.98
Scyl1,1851.8,1674.62,1877.64,1752.64,2265.77,2565.74,2374.72
Col4a3bp,3663.07,4588.44,3688.93,4085.68,4094.75,4101.93,2492.84
Erap1,792.394,851.282,808.088,779.468,1886.88,2153.75,1462.5
Vps35,3293.77,3574.28,3506.43,3680.97,3300.74,3193.86,3688.88
Taf8,95.7751,119.687,122.285,123.782,91.2621,86.4199,88.1936
Mrpl46,1071.93,1335.45,1191.39,1148.82,1256.27,1207.13,1401.34
Tpcn1,717.422,568.415,693.717,635.8,372.211,396.635,488.01
Magi3,1450.63,1529.54,1718.1,1751.13,1571.18,1583.66,1744.92
Dgcr8,1079.49,1162.74,1101.01,1068.47,988.16,918.056,843.82
Tsc22d4,581.322,614.964,648.206,609.778,499.613,471.078,513.021
Ehd4,3782.92,3509.1,3551.85,3491.8,2719.7,2828.99,3100.7
Suv39h2,106.342,92.1013,129.5,107.014,95.9711,120.094,163.145
Yipf5,144.643,80.8254,164.601,110.571,250.886,282.615,223.895
Mgea5,1384.18,1469.65,1185.47,1254.78,1438.68,1398.06,980.867
Mycbp,516.887,416.472,447.335,574.57,338.501,293.023,240.053
Syt13,144.979,138.024,188.458,196.663,201.22,211.38,269.263
Set,2875.17,3746.09,3225.87,3548.62,3352.21,3609.54,4022.79
Set,577.721,658.036,598.319,573.014,540.604,651.47,658.656
Aif1l,442.726,586.889,466.706,537.648,359.933,324.96,235.73
Stx12,2209.08,1780.78,1959.51,1866.9,1304.3,1360.12,1036.98
Tor3a,254.622,261.772,250.971,237.848,234.577,239.571,230.777
Tor1a,480.466,491.815,528.598,529.28,614.142,589.02,612.415
Tor1b,881.473,860.015,873.024,880.081,1108.73,1074.74,1372.66
Tnfrsf23,1189.11,800.143,887.552,1059.22,724.309,853.693,1091.79
Osbpl5,581.782,349.831,567.255,373.992,566.241,606.594,860.555
Wtap,1773.28,2043.46,1946.17,2130.99,1728.54,1561.72,1334.26
Cars,3361.62,2116.76,4126.77,3345.7,3763.98,3852.56,6125.97
Elp4,664.876,527.732,694.309,635.958,681.091,729.025,840.505
Tor1aip2,105.376,103.71,114.239,98.718,79.8934,82.5892,94.1714
Dap3,515.502,633.239,549.46,592.433,637.894,640.201,679.898
Tfcp2,125.803,134.728,150.293,150.893,166.915,160.894,168.363
Tfip11,785.572,675.746,741.551,675.082,753.314,778.351,857.743
Snap29,610.629,769.139,575.326,602.732,561.768,579.181,341.092
Ralgps2,99.7332,104.679,106.251,97.4746,44.2319,40.5147,59.8096
Tubb3,2504.84,3149.91,1920.72,2282.91,128.236,123.738,63.887
Mesdc2,2290.68,2358.83,2077.18,2061.34,2375.33,2361.57,2095.52
Wdr61,2198.46,2510.32,2437.26,2617.69,2367.05,2339.6,2388.62
Lima1,4637.02,5202.39,4438.67,4777.32,5486.87,5234.8,5036.94
Strn3,1664.73,1870.03,1668.15,1809.46,1330.48,1304.97,1477.14
Nusap1,447.755,472.871,393.771,438.168,594.998,628.58,461.995
Slc28a3,268.687,193.85,233.777,214.788,202.135,158.867,197.902
Jmjd6,912.493,1165.83,905.318,1151.79,728.394,679.411,847.323
Rdh14,199.606,159.851,194.876,189.041,186.794,173.558,284.025
Cse1l,7274.07,7752.82,7324.1,7803.75,6295.94,6015.15,5749.56
Scamp2,259.425,206.444,255.86,206.225,220.779,226.491,249.366
15-Sep,21.393,31.4311,23.9836,23.3499,34.6558,41.2321,28.5096
Ndufa13,347.81,333.574,478.283,377.958,348.899,370.396,475.033
Plekha2,1036.13,1024.94,1045.13,1041.59,1070.4,1007.76,1050.94
Ranbp2,12181.8,11645.8,12743.7,12801,11941.7,11614.2,12948.9
Mkrn2,853.753,942.179,709.398,725.051,1126.34,1124.45,797.432
Ube4b,3088.38,2786.06,2690.66,2480.64,2506.82,2602.95,2834.9
Arhgef7,1716.14,1917.05,1729.57,1768.03,1468.04,1466.11,1375.57
Ube3b,203.301,152.017,254.289,189.869,246.44,253.46,293.345
Parvb,1724.96,1809.16,1774.73,1830.62,1062.81,1022.07,1502.06
Trappc4,855.798,849.615,815.625,852.232,692.713,627.428,674.394
Nek6,305.126,299.134,312.28,346.008,320.355,357.948,408.831
Nek7,1004.91,1027.79,1180.25,1378.08,1455.2,1472.07,1434.26
Bves,537.428,322.612,614.881,425.949,444.15,503.025,519.46
Extl2,89.6112,79.8185,95.9358,93.6262,92.7748,96.3899,124.974
Rtn3,619.698,317.666,630.629,397.081,787.814,922.552,845.1
Aff4,369.332,274.798,364.376,353.832,350.051,375.95,511.025
Cmtm7,43.5311,34.6321,47.1979,32.7202,43.22,37.1258,45.7552
Xpo4,1903.94,1967.5,1865.53,1927.7,1534.73,1418.88,2113.36
Nckipsd,70.8722,77.3609,60.2055,67.2123,85.301,93.1489,76.6564
Rb1cc1,2278.94,2311.77,2179.6,2206.97,1950.34,2018.35,1900.33
Zak,1447.29,1742.9,1651.58,1760.26,1510.22,1545.71,1869.02
Zak,382.27,503.523,465.843,501.955,421.803,402.731,422.259
Cenpk,82.9433,97.644,91.316,124.411,136.371,130.576,91.8452
Sdf2l1,132.343,161.165,166.978,198.363,164.79,163.304,74.848
Eif4enif1,796.437,870.718,794.411,819.354,746.383,719.094,681.351
Psmg2,320.171,254.026,264.549,279.317,329.584,317.344,310.848
Anp32b,1337.56,1773.31,1451.15,1649.03,1256.76,1407.91,885.925
Brd4,1607.94,1512.15,1787.54,1566.16,1652.07,1673.91,1639.03
Ddx24,2408.97,1933.35,1935.45,1745.57,1844.3,1833.97,2477.68
Agk,530.806,463.069,400.25,324.573,624.885,622.723,628.142
Pgpep1,169.145,183.296,165.462,187.654,130.424,133.877,146.179
Sp6,22.9617,19.2989,68.4,70.3735,65.9601,63.8185,70.9809
Dkc1,2050.21,1388.29,2298.19,1972.25,3131.59,3185.84,3410.58
Ifi30,41.0943,53.994,48.7118,52.0023,45.7972,42.2605,34.7409
Gtf2i,4340.81,4585.66,5213.84,5081.14,4874.34,4805.88,6019.27
Dpp7,117.313,117.921,111.26,137.088,167.986,149.983,207.1
Rnf114,624.953,705.477,594.803,672.825,535.367,473.352,530.426
Tm9sf3,1973.99,1771.65,1939.13,1832.62,2160.72,2535.18,2373.51
Palld,2830.55,3391.73,2362.42,2565.67,2944.6,3218.47,3750.07
Palld,77.1273,73.1838,66.7826,85.7655,105.232,97.4295,117.467
Jph2,459.431,177.102,434.182,238.086,366.199,430.346,922.834
Kat2a,119.44,74.4643,158.172,94.9365,140.947,164.325,225.404
Tssc4,201.32,222.86,224.876,234.161,279.288,259.405,267.547
Pigp,103.484,69.4579,102.555,71.3965,95.9162,97.8876,100.423
Copz2,617.043,600.583,549.761,556.3,1311.06,1335.06,1248.4
Adat1,88.2811,92.8876,96.6635,106.603,82.6151,84.9434,131.355
Ivd,617.776,740.545,661.23,659.393,826.611,759.276,1368.63
Exosc9,897.914,1000.77,940.505,1134.09,840.864,820.799,891.114
Tmod3,2795.15,3107.77,3228.49,3459.01,2950.94,2899.84,2787.57
,224.642,249.164,227.337,238.595,233.05,299.906,336.06
Rabggta,1850.51,1956.82,2243.37,2107.35,1586.61,1548.91,2004.25
Slc9a3r2,337.469,377.581,433.653,479.161,109.694,114.098,369.911
Kdelc1,1205.56,1099.55,1249.61,1261.15,1267.28,1234.65,1552.1
Lztfl1,517.315,685.27,564.86,765.657,716.718,664.637,533.848
Lamtor2,581.835,742.947,603.399,649.158,643.84,568.629,685.909
Clpx,2319.22,2524.12,2491.51,2319.12,2903.23,2789.22,3209.65
Cwc15,1089.35,1017.91,1140.67,1123.71,915.492,909.862,1058.95
Ammecr1,122.832,120.954,93.5251,118.039,90.9411,100.904,86.7828
Dync1h1,33648,26676.3,35888.4,30600.9,31706.9,32080.1,44512.9
Isyna1,1293.13,1666.6,1080.24,1178.54,275.296,288.838,887.656
Nit2,1537.85,1746.35,1475.23,1606.31,2412.81,2202.54,2034.18
Eefsec,1236.03,822.093,921.202,849.24,2006.27,2026.93,1704
Ankh,857.817,825.05,1277.15,1167.56,2666.25,2616.3,1868.61
Bin3,118.23,147.243,115.394,149.318,126.518,110.974,93.0717
Stk3,2217.33,2511.05,2424.11,2587.84,2389.21,2296.95,2316.5
Stk4,898.935,1077.99,1015.51,1119.8,825.521,761.509,741.296
Utp3,406.989,262.192,435.44,346.867,383.919,382.584,575.52
Fibp,148.541,161.342,144.332,152.324,218.123,243.837,150.579
Abcb10,318.643,361.544,394.003,327.229,579.728,563.907,634.089
Dmap1,1560.87,1440.91,1569.05,1390.36,1423.16,1305.14,1404.92
Nudt3,590.346,706.361,622.809,679.165,575.227,558.969,564.988
Gtf2ird1,69.5147,80.7507,73.9676,76.3189,72.3433,80.5495,54.3288
Jam2,806.557,748.239,723.798,692.357,189.696,185.642,271.409
Nqo2,674.203,771.811,722.15,767.628,1116.19,1171.24,1510.46
Ngly1,236.956,210.913,209.753,226.035,230.609,176.351,218.187
Rnf14,925.878,1046.88,879.213,901.363,1023.59,968.164,773.773
Sgpp1,624.341,311.82,933.727,505.101,1065.62,1149.55,1438.01
Sphk2,49.5337,52.9939,57.4307,52.993,69.7749,76.4897,111.457
Gtf2h2,41.624,48.5293,43.7298,49.9814,33.2856,38.3452,56.8498
Sh2b2,17.1616,17.4253,15.5086,14.1172,15.7663,12.1018,15.4636
Prmt1,2800.48,2947.53,2757.19,2764.33,2282.45,1945.67,2627.82
Copb1,5736.98,6835.13,5622.26,6430.81,6496.12,6313.46,6110.46
Ccdc22,2137.83,2518.58,2209.33,2366.52,2231.45,2360.42,2122.7
Praf2,247.136,88.5277,288.958,143.651,271.178,313.428,314.219
Nup50,2298.91,2711.94,2386.57,2726.07,2284.27,2193.12,2094.8
Inpp5e,82.5309,56.031,99.5931,84.2083,78.9978,104.899,140.498
Dazap1,1310.7,1497.3,1432.03,1542.7,1441.55,1464.68,1293.22
Akr1a1,2061.54,2377.91,2107.65,2312.12,1828.91,1782.85,1656.86
Ddx21,10290.9,6130.47,12128.4,8465.08,9482.67,9918.99,14357.2
Mrps34,776.423,817.397,864.335,772.004,813.23,959.075,1149.11
Tulp4,32.3048,22.7257,26.5725,27.983,21.2323,26.9814,32.2063
Slc29a1,448.771,413.242,353.232,345.006,619.459,649.435,534.29
Ercc6l2,70.0473,93.6655,58.2815,79.7031,79.3447,54.7539,22.4604
Panx1,354.889,257.699,417.179,361.026,296.911,313.784,509.456
Fzd2,433.82,320.988,437.62,401.836,602.141,601.748,644.365
Diablo,183.787,203.603,218.114,214.627,167.841,145.739,204.71
Slc12a4,2502.87,2254.35,2043.33,2028.01,2206.18,2197.89,2107.06
Ralb,463.018,462.89,383.537,413.604,311.818,309.92,262.359
Eny2,998.746,1219.32,914.439,1165.18,1142.23,1059.26,721.435
Acin1,2724.8,3381.97,2714.72,3193.25,2920.46,2763.3,2440.79
Plekho1,205.899,229.52,230.008,263.372,215.7,213.754,402.827
Cbll1,279.8,296.312,292.756,306.434,289.775,266.968,296.015
Htra2,126.132,167.735,125.585,123.6,171.158,180.867,161.367
Plscr3,526.89,441.356,431.997,451.495,369.875,329.628,355.066
Plscr1,318.369,275.103,352.95,339.45,371.48,339.101,341.794
Tacc3,1565.6,1934.36,1349.01,1575.83,1432.01,1408.32,1048.67
Flii,6609.62,3590.73,7361.07,5013.48,6459.76,6729.32,7578.52
Zc3h8,135.974,111.859,96.6513,100.446,82.5334,86.5346,153.078
Cdc20,62.0444,65.0346,41.6988,54.5111,40.4611,42.788,30.6001
Pbk,2565.61,3029.57,2578.81,2957.66,2442.82,2436.47,1944.24
Rpf2,1022.97,529.191,1228.16,799.414,1109.46,1140.36,2117.18
Ccdc86,1064.9,1048.57,1075.1,1088.91,1021.25,947.583,1524.76
Ssna1,357.95,459.128,416.367,452.983,402.904,368.414,276.63
Cog8,932.896,1012.12,923.635,1033.23,863.487,834.27,1001.78
Wdr12,2064.83,2516.92,2296.19,2340.76,2076.09,2102.79,2528.47
Rilpl1,644.477,693.636,648.012,748.761,754.708,731.345,631.107
Nipa2,27.6352,29.5188,26.5461,31.2703,25.9556,25.6736,32.6142
Thap11,225.863,265.257,270.505,252.292,296.875,332.43,312.212
Fads3,1534.07,469.169,1350.63,672.999,1211.69,1350.06,1110.96
No66,871.438,915.39,896.765,909.343,812.341,774.993,1005.8
Sppl2a,576.151,577.991,570.516,523.161,484.934,565.144,462.114
Tacc2,2192.96,2530.01,2108.97,2184.58,1743.62,1725.02,2356
Tmem47,178.686,181.505,187.686,228.744,258.626,234.723,263.642
Noa1,606.393,636.369,721.923,636.699,728.305,757.712,919.912
Rnase4,153.487,187.356,116.342,124.744,33.244,38.6359,40.4192
Rpl38,1151.59,1168.92,1275.05,1140.45,1141.25,1151.49,1168.27
Lancl2,332.179,322.411,272.994,277.999,532.872,542.038,348.513
Herpud1,26.0757,12.4705,27.0937,16.3751,19.3629,14.8599,25.951
Sars2,440.832,541.59,473.933,496.327,505.249,520.214,440.435
