 	oxsm_fc	oxsm_bh	
Foxred1	-0.12092771483995099	0.10945229192804434	
	-0.6315389391213988	0.025515051905869363	
	-0.3598352360416913	0.5914942626136246	
Pnpla6	-0.022795013155651668	0.20642159960219808	
Alkbh5	-0.2864163620682902	0.30876777505495	
D17Wsu92e	-0.7758418035289257	0.00661620824922007	
Cblb	0.4477463321223522	0.016672717376718042	
	-0.6802252705045359	0.09792265974995948	
Yeats2	-0.5379997046630054	0.03437598889799225	
Tamm41	-0.062041398841587284	0.014812807552700214	
Tex30	-0.4343488664689388	0.6235999955576333	
Nr2c2ap	-0.6729602347420459	0.021794904024173854	
Ccndbp1	-0.05909550622109117	0.16947177698325505	
Hexim2	0.09993616636184287	0.0004143550792112621	
Pbxip1	0.05203181110819621	0.3584944580555872	
Uap1l1	-0.08050147035140885	0.1860527767299342	
Wdr70	-0.6908619848759167	0.0001242339850744316	
Tmem55b	-0.6764155753206469	0.006781326180244481	
Srsf6	-0.626299987047735	0.01791227224094667	
Trmt1	0.24697994577395557	0.015545421586064543	
Psmd1	-0.5912869106894985	0.06979412075997635	
Dhps	-0.6228631869857526	0.027903242199071577	
Zfyve27	0.6937757544620955	0.0016323631207894249	
Mphosph8	-0.16735586727723104	0.4407289420406844	
	0.05053947737312674	0.11803255451545336	
Smyd5	-0.07156435160266625	0.057057664596232516	
Alg11	0.24536298864413858	0.09839261292159097	
Nol9	-0.33693293606821934	0.4570946557512716	
Esyt2	0.3892572081075878	0.014422310999614798	
Dhrs11	0.4277633472015411	0.01910236040041349	
Tbc1d2b	-0.8153827316531798	0.0000026487582717240525	
Ogfod1	-0.5670942349490515	0.004039960888443651	
Trappc9	-0.11044928273960118	0.01884344691423131	
Khsrp	-0.5432085468970679	0.10656380896215023	
Tradd	-0.2805579138499231	0.03265212477780559	
Crtc2	-0.6365951413663303	0.09107633860964992	
Rars2	-0.2268756161096682	0.0005417145773828271	
Tatdn3	0.09071315585787512	0.00012571251102975027	
Isg20l2	-0.6995651889792878	0.001778428889741762	
Ddb1	-0.48595380948373657	0.301444156783116	
Brms1l	-0.3373349793225745	0.21917936434179466	
Uevld	-0.5349730286917447	0.3376416035078091	
Mast3	-0.3238468748367348	0.349022860399102	
Vars2	-0.10441532393852365	0.0031829088822537344	
Rnf149	-0.11116478068326266	0.0001841079394752557	
Zmym5	-0.3797429845828688	0.6711703269994503	
Fam160a2	-0.5183691657111703	0.2725118880590013	
Fam193b	-0.8547910563836474	0.00034618336814192804	
Sec24a	-0.4061992585107854	0.7875997276799171	
Ctu2	-0.3137863632687594	0.4431821283060923	
Rnf40	-0.687262161579188	0.001617828659726279	
Gse1	-0.6050926224174853	0.10022414014761533	
Fam117b	-0.6911030966973087	0.04251287779055217	
Mier2	-0.8511689883569128	0.009932287222370505	
Ulk3	-1.0753436581047944	0.005355526571879218	
Lmf1	0.9082509235044846	0.023433848635975408	
Wdr62	-0.34745946447524834	0.6238850014142346	
Prmt9	-0.3065218995125343	0.139109788094121	
Hectd3	-0.7299806444752436	0.013059441088105804	
Xxylt1	0.5146211146998158	0.0007684179582457411	
Yrdc	-0.6857775511300881	0.10472817625315856	
	-0.2712429627078365	0.49290124549914616	
Gtpbp6	-0.07584958908979887	0.05614087570098216	
Esyt1	-0.5856597778716408	0.5131681221083606	
Fbxo7	-0.16591926549746336	0.1803115516955372	
Col5a2	0.2437629896814795	0.001808114822820296	
Lbr	0.7919117782175812	0.0024597203712697743	
Trip13	-0.3871222246363989	0.5636684442986586	
Spc25	-0.4041098566229272	0.852979965292399	
Qrich1	-0.17806384516595758	0.0007834750224866785	
Tbrg1	-0.15717868614779676	0.23877996277565208	
Tmem109	0.27473424144294545	0.009653344029074107	
Mif4gd	-0.03415691015513017	0.015434264860601043	
Foxk2	-0.5880498144515308	0.1655788090576397	
Otulin	-0.454828526072322	0.2037742199938145	
Ttll12	-0.46689403722537837	0.6317140369178753	
Trafd1	-0.8969245049375033	0.03267307716664649	
Wdr41	-0.4972555561576991	0.4001247574309694	
Yipf3	-0.25253956368264063	0.031321056877730916	
Hgsnat	0.3921037655690339	0.006693447567605957	
Mex3d	-0.7161987758791837	0.004342554505669402	
	-1.178100158969798	0.000022957602281885115	
Ube2z	-0.7011012210469514	0.0026543378225234236	
Puf60	-0.565110483104656	0.08770449599584357	
Znhit6	-0.5451275113359717	0.2716636369598964	
Frmd8	-0.7979551309384096	0.0008934421111274354	
Nom1	0.5321161319625163	0.16675393731300023	
Zyg11b	-0.35623042616915923	0.5222648638920929	
Gpatch11	-0.7160743309438254	0.0006430970093470882	
Rrp36	-0.6690299243101325	0.08220303432562573	
Nt5c3b	-0.1113812376749682	0.018405933158396327	
Trmt10c	-0.34867224608213543	0.32180669791533745	
Kmt2e	0.04614642679945903	0.003812412914691497	
Nat9	-0.22460850708982666	0.000645209341262361	
Eif3j1	-0.7428429396207773	0.01584529970590716	
Wdr19	-0.23514589003051226	0.006223981342904495	
Alg10b	0.25933662826721443	0.10484603482756066	
Lrrc58	-1.5466810202783166	0.0010914409605607734	
Hdhd2	-0.3514747810549397	0.6642251871288615	
Fam195b	-0.5450471104868377	0.11070441573072365	
Rreb1	-0.58170615457852	0.35398231400325003	
Dip2b	-0.12237489139511423	0.0059231063396477665	
Spg11	-0.5043733372529022	0.3462295003076335	
Nt5dc3	-0.5801304043080855	0.21445067318655162	
Tnrc6c	-0.41977704684493633	0.9628845221532126	
Lrrk1	0.009150549040475898	0.004593441951604556	
Dab2ip	-0.8666766916637255	0.0021861143223930266	
Gfod1	-0.4591268100637401	0.5140515434092064	
Snx27	-0.773586343812711	0.00016801248527892142	
Mier3	-0.5799711523382924	0.14340814558847786	
Zswim8	-0.8044238504954373	0.012539190902662702	
Tmed8	-0.8780434544674719	0.0005056750346644253	
Aak1	-0.039336864891768054	0.08526919872563875	
Ndst1	-0.2867214529838822	0.04408114356195222	
Dopey2	-0.47329174278046365	0.6764075566217054	
Mtcl1	-0.18997399865893785	0.010586159939223487	
Pdap1	-0.26205999769083965	0.18182512826208866	
D2Wsu81e	-0.23521440013713302	0.1483713146372782	
Babam1	-0.2811860337681812	0.0759846173143799	
Arhgap17	-0.759924183374667	0.011796284562940563	
Mettl14	-0.25069518889730746	0.008170245621029986	
Dtx3l	0.7775523990867714	0.0009173265911081698	
Ndufb6	-0.539066205244733	0.5133662217206576	
Rnf10	-0.8029001640425433	0.010005280707108835	
Edc4	-0.696180756173381	0.0012218464106501855	
Usp19	-0.16985841871777896	0.08477184140361937	
Gtpbp2	0.10421337065211349	0.0024208047585381853	
	-0.6473193371050622	0.0212516781514445	
Rmdn3	-0.3049911454097123	0.5574979870811307	
Pcgf5	-0.20376315921371219	0.3667692740942868	
Tax1bp1	-0.43287881744755985	0.9243241876579289	
Smu1	-0.6970850324432959	0.0003659169386605013	
Arglu1	-0.5615582397785804	0.055142838333499304	
Mccc2	0.42014439488877786	0.001220648474656177	
Spg7	0.11454212025789574	0.0027526179682601836	
Gpd1l	-0.47778832711389385	0.5037619008348663	
Lsg1	-0.5763548684368476	0.0024877029862107243	
Cog7	-0.39042300959089143	0.586921570929827	
Ppp1r7	-0.2693675472839937	0.08260503449946173	
Smcr8	-0.5672285977421699	0.013813600244400325	
Kiaa1033	-0.0313328329536735	0.03572379765950706	
Spata5	-0.5554971329275056	0.1426030211073441	
Cobll1	-0.39840907137201104	0.8465115341801311	
Lrch2	-0.2608996873697331	0.6324023545053405	
Naf1	0.07847898491395293	0.007570349806529788	
Mcu	-0.013444854749172327	0.004197569441404729	
Ppp1r12c	-0.3829657845069273	0.40764959965169884	
Hdgfrp2	-0.449103393442892	0.6621988724637714	
Cln5	-0.5733176969832992	0.023084377950892764	
Eml4	-0.1596088075526864	0.1909156099152176	
Lclat1	0.3123233884578281	0.05091675476951596	
Prrc1	-0.18477868304511358	0.22943825271255916	
Arhgef40	-0.9472414995865797	0.000009054448476389977	
Sec31a	-0.22558841434239094	0.01141762102305832	
Cep63	-0.7220926278095489	0.0005165207491721481	
Pxdn	-0.777917854081916	0.015669718736921745	
Tars2	0.12482043493784384	0.02657958607244727	
Selh	-0.32952717788742414	0.5675884593259873	
Fcho2	-0.755938601916467	0.004681983930538503	
Rbm20	-0.29657651185448725	0.15214867413856084	
Brd9	-0.3144163769909223	0.2643002010413898	
Tgfbrap1	-0.32057025236981507	0.13745573835102257	
Slmap	-0.23863061673050573	0.24459790370720297	
Acsf3	-0.22449391663238186	0.0166596803843805	
Tex10	-0.10946681812328891	0.13980551267618813	
Ccdc51	-0.14054126859856342	0.002462904999793155	
Peg3	-1.1563801852683788	0.0596662832695532	
Znf48	-0.28644553808504464	0.14871637730952822	
Plcl1	-0.15546202999925363	0.2676763157143918	
Sfswap	-0.43551860897472894	0.780146210894049	
Fchsd2	-0.03859876537597162	0.016448988377241642	
	-0.34997308899694757	0.6222179122324563	
Sorbs2	-3.792187357000567	0.006397487364427591	
Sorbs2	-3.3673532235441477	0.0023808042433418383	
Cdc42bpa	-0.2757491245464927	0.030054088330544924	
Tbc1d24	-0.27231529333712906	0.5507293945181244	
Them4	-1.0041284687576195	0.026819014490433665	
Strada	-0.6543139963016972	0.000608880013906158	
Pgap1	0.004652122267489311	0.17102818866940456	
Pdp1	-0.24737794352207698	0.23982308091859117	
Fam91a1	-0.1057117244134923	0.04217885308755143	
Ermp1	0.8269904367656619	0.00731515704144719	
Vps51	-0.18912123425585567	0.000605021546244303	
Kdm7a	-1.181856890718491	0.0032236920035266944	
Tubal3	-1.4846316726416906	0.0005392566152605985	
Kiz	-0.8493391801325098	0.17271370609971917	
Kdm5a	-0.1335904070227469	0.0003297902760700052	
	-0.4342588648774064	0.8431520542942007	
Rgl3	-0.46897246406748483	0.4579799704294139	
Ncbp1	-1.1369531737378549	8.198518413456288e-7	
Rnpc3	-0.5882221956634711	0.17847216651560893	
Narg2	-0.13276375997316414	0.044749983854956814	
Lrrfip1	-0.6810426726499319	0.07670489741107246	
Fam86a	-0.6471686603916272	0.014605924051938923	
Tmed1	-0.28009547028442505	0.4421829087782803	
Ttc9	-0.5356030988082794	0.32162716665338453	
Ccdc176	-0.406777171851534	0.9070779896101904	
Rbm44	-0.804020502993178	0.007783278155563375	
Usp48	-0.7016304183503237	0.07420604603010979	
Tmem237	0.11822455164067731	0.0026398284733090663	
Olfml2b	-1.0180593492037533	0.040500252006245095	
Ckap2	0.11383103995052521	0.0008179897549556631	
Nt5c2	-0.37109036778728816	0.7738096810959433	
Lepre1	-0.5352520856112754	0.3493077470430931	
Esf1	-0.7334805056665771	0.08921488872554967	
Tmub2	-0.2491196292154874	0.4190237420044687	
Kif22	-0.27685059662864064	0.0007092819556071775	
Lace1	-1.0040963066776292	0.00020204171198417512	
Pacs2	-0.394465866146768	0.7654450981059465	
Mthfd1l	-0.16590772021681882	0.0034871143464306315	
Commd6	-0.6974759635596622	0.018246071935179103	
Vezt	0.2131785998520478	0.007471737544696683	
Snx25	0.7050193426781909	0.0036273263583592543	
Dync2h1	0.09774216133978463	0.0024986036119642005	
Zfand3	-0.8070664019437033	0.0008291980524106604	
Srbd1	0.34816440332883963	0.015140185275735091	
Bahd1	-0.6177566387672431	0.1628795063326152	
Mars2	-0.21780515184079624	0.07314654869153975	
Prpf38a	-0.8417094680081362	0.000006498868667421061	
Syne3	0.6036013135389745	0.00902008231320998	
Ddx49	-0.22623910744191625	0.5280736227154033	
Ubn1	-0.28279180199001835	0.502716001293121	
Klhdc2	-0.5185801381933212	0.32697812473164856	
Abl2	-0.41604746071280435	0.9925232711562229	
Abracl	-1.0080120342991208	0.0031799147553945597	
Plch1	-0.5706587123915051	0.1273261223589102	
Arap1	-0.4541940467358337	0.6030888936718356	
Odr4	0.5138176380580518	0.01668472314199426	
Ece1	-1.2142128294257366	0.0005497605644496426	
Atad5	0.3647082939113588	0.005872145555568475	
Herc2	-0.17472154759983255	0.07908860707719507	
Pds5b	0.5887810771830309	0.005705739055462567	
Mum1l1	0.2112609986166508	0.0003157888217603507	
Cdv3	-0.7230291998069438	0.00001642386876988335	
Snx33	-1.0531117193096224	0.0016788751774464538	
Plekhg3	-0.7477944091201254	0.00010436712973922025	
Tmem65	-0.5627995518095703	0.32494834828238456	
Tapt1	0.3432935398070588	0.0779319002678692	
Wdr18	-0.5660410300094664	0.01595156118416397	
R3hdm4	0.4428656192634762	0.11102489519870135	
Maea	-0.4701503504131482	0.689844207008903	
Rc3h1	-0.6329051337294233	0.022237834083846095	
Fam173a	-0.5657337965895571	0.13314826089127998	
Ddx17	-0.4561324701311809	0.479127757950804	
Phactr4	-1.1744488082764974	0.000014083181823687978	
Zbtb8os	-0.9041608333706189	0.0002352977289419622	
Ankrd28	-0.967974404111693	0.000025871431679764847	
Opa3	-0.542543339102477	0.07696060527835198	
Nr2c1	-0.14617287555394948	0.08959319131431652	
Lrrc47	-0.4086757240547033	0.953626501773279	
Znf827	-0.43587400570624835	0.6318714195902679	
Ccnl1	-0.21448474808324694	0.2747720405545803	
Srrm1	-0.6257134447706099	0.084220311348416	
Prune2	-0.40493665715792654	0.9458304700114739	
Adck4	-0.133419357747889	0.015308851756603955	
Cenpj	-1.0429228851875698	0.0004670525093526953	
Ddx46	-0.6215840877375635	0.01211254214733707	
Thrap3	-0.6105277966844216	0.17384759845164202	
Gpkow	-0.44983747355827214	0.17039380737850765	
Deptor	-0.007856952440294662	0.018780669141542375	
Galns	0.2219090447177306	0.001112302426404357	
Lin54	-0.2522090571034134	0.0839562264906513	
Urb1	0.04754346674005576	0.01303106131494905	
Aldh16a1	-0.22617768865730664	0.005690301810169635	
Tab3	-0.5247332320567916	0.514653177441295	
Spag9	-0.5134040145655141	0.062060479698564534	
E2f8	-0.24277110410648975	0.5969739033933839	
Ndufaf2	0.050303221244697424	0.0048424267908540415	
Pex1	-0.5665085853187152	0.016941374615084773	
Zcchc6	0.28980569704410947	0.0026516951852760488	
Eapp	-0.5854739760048518	0.021395055036312175	
FLG2	-1.4461084486519238	0.03695256371301859	
Mypn	-0.07997802807136564	0.20725081796981296	
Slc4a10	-0.6944475246756936	0.09376952729883657	
Rnf20	-0.7702572360280564	0.0006733907414216229	
Fam208b	0.09860450761566623	0.03406177987981512	
Afap1l2	0.41749081524194775	0.010996129880775217	
Kiaa1551	-0.12860775119294873	0.004268764629332155	
Jcad	-0.8017531452778365	0.015718499575539394	
Usp22	-0.41000797633201025	0.9764293061247891	
Zfyve26	-0.5848682035615382	0.1102492420198344	
Ehmt1	-0.5878233393951904	0.006718015789914821	
Hspb6	0.11150882608821641	0.006703768328086258	
	-0.7713554540227219	0.06078636697318918	
Rassf5	0.16760271856876716	0.010676306924376025	
Prkaa1	-0.30304536698915174	0.3862573338354508	
Nufip2	-0.5813853747638897	0.0025879608261292963	
Taok1	-0.5146602493377187	0.02051555562511824	
Unkl	-0.5768523449790824	0.0026941903008871554	
Tmem2	0.4904116832138514	1.492771950523998e-8	
Arhgap1	-0.24923447163911863	0.032111395795140746	
Vps13a	-0.21653261877565622	0.1538445648992022	
Tsr3	-0.6165750471472066	0.006629147579207255	
Mtus1	0.2018099263866217	0.00002342282588341723	
Slc25a51	-0.4050669840186558	0.8826495537200628	
Drosha	-0.5446358803018969	0.1887899302945572	
Slc38a10	-0.3860727213076926	0.7315084677756805	
Usp28	-0.2800686518617402	0.1279525918922078	
Ppp1r13l	-0.538866300321691	0.04594565245873583	
Slc30a9	0.12572705997684083	0.0007176614063134078	
Vps41	-0.43425950122515944	0.8606534140997807	
Pigh	0.15996528635430346	0.04447110227021115	
Cobl	0.26200184958586903	0.0003711310091319577	
Ttf2	0.11901125207797371	0.018280202563414408	
Slc16a11	0.4587689079174996	0.019596161449690213	
Trim41	-0.30113853889057907	0.3890987048924149	
Trappc1	-0.5176107832600477	0.3745749347962545	
Urgcp	-0.35956301971265203	0.24622018243501112	
Dph1	-1.0197738962752438	0.00017108911840145482	
Nsrp1	-0.3208014573930176	0.25255538932696275	
Neurl4	-0.9376739437556351	0.00026392694559469217	
Wdr81	-0.17335813976246175	0.08717354310530981	
Rnmtl1	0.1081073449847858	0.005881939963856466	
Kiaa1211	-0.6778333375038966	0.07781740558917437	
Heatr5a	-0.5801439279164589	0.00012333077573369015	
Mdc1	0.5334171367055898	0.00035553152901006256	
Osbp2	-3.9022207889849825	4.612247692709164e-7	
Zscan26	-0.08605198428810103	0.06428747373862004	
Nol10	-0.09718835892299492	0.2411014218196039	
Smg7	-0.3338048302912176	0.40966705831418476	
G2e3	-0.2916668284769089	0.44819602484492294	
Smim7	-0.2989121925100578	0.3199112902719424	
Mocs1	0.01939179011166994	0.004002346417316695	
Gstcd	-0.14354622348762733	0.21269922793676294	
Lrrk2	0.1966969638280822	0.0020938405346291357	
Igf2bp2	-2.6472543340665045	6.947443558071899e-8	
Rbm27	-0.48603986049982845	0.6359171951878245	
Ccdc88a	-0.057414810742031946	0.0006469740221789296	
Vps54	-0.2551990059977701	0.062259498679514046	
Ccdc157	-0.7998029836622269	0.03977580473525122	
Sap30l	-0.3695390927907208	0.6126078258647311	
Cyfip2	-0.35954204533889944	0.16358385968535813	
Bod1	-0.8868231673169837	0.00456193645459695	
Tom1l2	-0.6477320788889642	0.11584551487078423	
Fbxw11	-0.7817070330252202	0.00001194563588316101	
Dhrs13	0.37411089137721715	0.0015391100843280532	
Abca13	-0.8412167433873751	0.011333260164927557	
Utp18	-0.40260568472586267	0.9456937119297649	
Tefm	0.11757711684271689	0.010518899533198916	
Abr	-0.26286767318015347	0.08398743984050044	
Psme4	-0.4198753982181845	0.9726348151119659	
Tns3	0.3293328871397173	0.00003141565917604495	
Coil	-0.036944254548038284	0.004087352454396185	
Sco1	-0.19187309556438628	0.128209386199938	
Ankrd40	-1.1498376969226785	0.006245771041894595	
Luc7l3	-0.3585154346018359	0.6067890071485765	
Ctc1	-0.383934538834384	0.7340746954720164	
Ctc1	-0.5076738467090296	0.2725643285558319	
Pfas	-0.26722585931586984	0.1345441722540283	
Ggnbp2	-0.3231435822307734	0.34508689315918434	
Myo19	-0.06881551994596967	0.015606435144218838	
Rap1gap2	0.2522809504009959	0.03911151242237136	
Kat7	-0.198858600583991	0.17445805271479986	
Tbc1d9b	-0.025498455200128622	0.000009856154025606512	
Cluh	-0.346060883771109	0.37874078820360435	
Tsr1	-0.28660683831096095	0.4706735781426329	
Nacad	-1.0237118157817495	0.004468111174840318	
Acaca	-0.412079352645772	0.9789669771551264	
Med13	-0.5307936993737159	0.04055071001640494	
Pld6	-0.34721635347531266	0.1787645893626319	
Myh1	-3.6080524189000744	0.005614416086680403	
Brip1	0.029807454695502437	0.01676133935456476	
Specc1	-0.23062905548478405	0.11335040115722572	
Myo1d	0.8954722316595541	0.0000010394655809102174	
Tmem199	0.041675643170826004	0.18584703725544147	
KPRP	-0.9971242752098266	0.10796791497514331	
Rabl6	-0.3750039816023201	0.5759182007747623	
Ubr3	-0.44214609209506106	0.7742730486867915	
Dnajc11	0.039612627774812136	0.16038211158744	
Scaf1	-0.4223645677609944	0.7839076863273338	
Thoc6	-0.38168340212480945	0.6098382459463776	
Repin1	0.021809152709073566	0.009312708327719748	
Wdr34	-0.07401385734151388	0.03484551026562694	
Bloc1s3	-0.20633926938845984	0.03243296352718037	
Uimc1	-0.009004245221878537	0.00007770464916088557	
Mier1	-0.7744101193756999	0.02187824440119995	
Atp13a3	-0.6407969037335682	0.20984613112522224	
	-0.28839539680447446	0.1319087362436085	
Utp20	0.34840167035095493	0.07294702778030719	
Acbd5	-0.19914795136719968	0.20924198298102434	
Leo1	-0.7611253980648488	0.0007666692819265817	
Parl	-0.05802698334768247	0.03421936281906598	
Arcn1	-0.39064445955595567	0.5791765943265218	
Fancb	-0.012913512616437913	0.017461498299234015	
Jagn1	0.8069214120508881	0.00010113736632349922	
Rnf123	-0.1789419106792465	0.009237981393840083	
Zdhhc20	-0.002525796914803256	0.000747472612206427	
Zdhhc18	-0.5465151758323635	0.5034335964688292	
Zdhhc8	-0.0650520403804305	0.04944784117611112	
Sin3a	0.08609444426296023	0.026196923089269207	
Kif1b	-0.6677846698200639	0.09176393725817587	
Kif1b	-0.876464463478646	0.007863224639294512	
Xrcc1	-0.29720906979207995	0.1154478570177963	
Ogdh	-0.36896094292723314	0.42712520224477496	
Cttn	-0.40689361794156276	0.8817207699459525	
Myl6	-0.38072260257506824	0.7721619238574616	
Myl6	-0.6935956415626726	0.08372746327402338	
Grb2	-1.2450410438876665	0.0003737683794146735	
Flot2	-0.5051911460585342	0.3759272039508073	
Clpb	-0.11591507506424027	0.012950597869989264	
Hnrnpd	-0.6447804019423982	0.0112552115233972	
Lama2	-0.3498003840745574	0.7486367069377586	
Ppp5c	-0.3728807280914447	0.24299309501137503	
Chuk	-0.4479209782082296	0.12253828156111117	
Psmb6	-0.7645160256174093	0.018180267735005223	
Samhd1	-0.4105904826694831	0.899876138441993	
Slc27a1	0.08941991795943034	0.16136362700164106	
P4ha1	0.12475425915512776	0.003135345311021598	
P4ha1	0.21875522491959495	0.0018869619675142934	
Csnk2a1	-0.38743501258167246	0.5667068536715008	
Slc30a1	-0.09294103025939712	0.013610378040806633	
Bag1	-1.2434042506713832	0.000004194334586788917	
Khdrbs1	-0.6408063091279262	0.02453540582554632	
Igf1r	-0.272787050166709	0.019444082121825107	
Gcdh	-0.1913548882186792	0.0005749479857024731	
Irgm1	0.5865977126922812	0.00011978502829182032	
Ly75	-0.5855810140497432	0.0008132548801615904	
Tnfaip3	-2.1456602038785504	8.400325427293501e-9	
Stxbp3	-0.14902573242894104	0.05600496579257383	
Cdkn2c	-0.4559012386002409	0.7818177798296032	
Cdkn2d	-0.8505959875203919	0.027860472699958474	
Nfkbib	-0.6232639305695339	0.11368402386287726	
Rasa3	-0.24889945647636222	0.1588994097438556	
Traf3	-0.3374577721418225	0.3207374192720103	
Cnot7	-0.4112946872507442	0.9175791629804947	
Zbtb17	-0.5145341973959696	0.41381171428322966	
Akt2	-0.8502763816049799	0.000016863131334548354	
Dvl2	-0.18323996878989174	0.00017820915351947993	
Col12a1	1.0063553502978742	0.003194462182455745	
Hells	0.6365976570281554	0.0007063076499064646	
Serpinb6	-0.5467770951852735	0.04970197085968868	
Ripk1	-0.021357284458894968	0.0002836248463786424	
Orc2	-0.3730749736629128	0.7457082052018322	
Stip1	-0.34499255459986755	0.441351927384599	
Caprin1	-0.733650425297712	0.0003273417343145298	
Pter	-0.35696319775972024	0.5108612996991065	
Arhgef2	-0.44468149848177246	0.8757030737544355	
Eif4ebp1	-0.9079842823631402	0.1629955461178246	
Eps15l1	-0.5893723743785358	0.01770003863404392	
Mef2a	-0.5082897316185864	0.2937436886030369	
Mef2a	-0.47985946757304504	0.6926399981172722	
Vdac2	-0.4270658779914888	0.9517181591033474	
Vdac3	0.23581282684609164	0.007410517077951024	
Vdac1	-0.18391771916111344	0.08284944499466562	
Tbc1d1	-1.5710318616634114	0.00010728780217187738	
Cep250	-0.5173846147055935	0.4300088163313505	
Pml	-0.06420296511512895	0.0013811634496380713	
Kpna1	-0.9446996055035297	0.0014472028074400283	
Laptm4a	-0.9723568656320732	0.08112254124693623	
Papss1	-0.6858712583877126	0.036678146316275514	
Rbbp4	-0.7720541025286665	0.008406392625811256	
Rbbp7	-0.20775995642515277	0.07925205389411707	
Xiap	-0.30639341582224944	0.4957426504560118	
Vav2	-0.8202240248659167	0.000058632003119100434	
Ppp2r5c	-0.23713554205980955	0.04130743865668676	
Lama5	-1.4130578997965029	0.00023047475716980755	
Musk	-0.2257751048194927	0.1508898641160021	
Scarb1	-0.4651794639199629	0.34414896320015187	
Asns	0.3348324830777161	0.0000011601648033870532	
Ift20	-0.41312394732721025	0.9875132029472178	
Ncoa2	-0.025776010971067125	0.0038512777298299744	
Tmpo	0.39981097645489355	0.026074879289547295	
Tmpo	-0.17983502901237114	0.009575094488313965	
Hars	-0.38192074122856456	0.735682227119755	
Pak3	-0.6752913244082563	0.09070030617701808	
Tsc2	-0.38158941435715993	0.8252225237424872	
Nin	-0.6861446578729615	0.003515592049988133	
Wbp4	-0.7495305572189251	0.000042264835139032935	
Dvl3	-0.8423923864253711	0.010510910728610344	
Usf1	-0.4870643447010326	0.28197918712461995	
Ei24	-0.11742455376764005	0.35889769898332	
Adam9	0.08272351389956953	0.02630386822497455	
Ppm1g	-0.47387623190415495	0.33197304751716206	
Cdc37	-0.6098682743599003	0.23557191065701857	
Map3k2	-0.5726265219244173	0.24579379783460673	
Fzd6	-0.32819261502216157	0.7542366746552016	
Fzd7	0.03761408900944342	0.0006102386597786196	
Abcb7	0.06503677354012669	0.00006438718329692171	
Dpf2	-0.5744101065139064	0.09440027396660293	
Sdf4	-0.4307186560665114	0.625070215593545	
Nab1	-0.15959814774471237	0.21751057307063904	
Nab2	0.4560538216768267	0.000007224187084208088	
Prpf4b	-0.3243719210993029	0.15098834490869126	
Bcar1	-0.8906220516937795	0.011775907166693416	
Spin1	-0.7969812006181648	0.4074283282552604	
Ppp2r5e	-0.5471430107684877	0.031979250475777266	
Fadd	-0.24702445980031051	0.016005571480890737	
Ctcf	-0.16133707244944118	0.002918432136609046	
Slc9a1	-0.6761661919580237	0.04397211056615301	
Mapre1	-1.0595604534385554	0.00044426435148801387	
Prdx2	-0.32905237112714564	0.19565961064948298	
Papola	-0.7431021623415796	0.00009013155900232019	
Tsg101	-0.4280176143982259	0.8966681578082472	
Ezh2	-0.42531957679361854	0.8838772937380281	
Clns1a	-0.5301761235337291	0.14587104221781402	
Hcfc1	-0.3466333400830644	0.31437759866663684	
Rgl2	-0.3749718971503089	0.7573079201820404	
Pik3c2a	-0.73285159892249	0.09747404170501629	
Pafah1b3	-0.9849215963259672	0.000799589575540746	
Pafah1b2	-0.46135992823958055	0.6970624502855759	
Psap	-0.4135707622885024	0.9814507119981914	
Arhgef1	-0.2228766973979911	0.09386565149952276	
Eif2d	-0.06654749770964828	0.0034184552018461413	
Dyrk1a	-0.4679917479729308	0.5642570776107988	
Mre11a	-0.1159434648690305	0.000009178396631346565	
Snta1	-0.26151215007544526	0.015469501512343897	
Sntb2	-0.23423756927273792	0.26053775046238004	
Fnta	-0.5233525516399686	0.20857037040344598	
Igbp1	-0.2939969067692289	0.16332189560172586	
Soat1	0.6803235669433649	0.057685912588658614	
Tcf12	-0.7848587310867513	0.0012394121153774965	
Lamb2	-0.42722954453904793	0.9501783768926038	
Apc	-0.63658374947353	0.1281271665735092	
Six4	-1.15732364948793	2.8996414261984005e-7	
Zfhx3	-0.49126446988178707	0.21350274088446536	
Tnfaip2	-0.31077239857293926	0.14854559054935407	
Bcap29	0.30489582648723834	0.09287275604724418	
Bcap31	0.8249067810918901	0.0008757949228514475	
Bad	-0.19225845671850122	0.009511928076206736	
Ift88	-0.03847354384572478	0.029299708613945204	
Cox7a2l	-0.3943539780902374	0.948060628677716	
Pcolce	-0.023812594906822877	0.07055853901271908	
Pde3b	0.6314112148117695	0.004694645775473442	
Cmah	-4.283943052805529	0.00024326111280648268	
Slc35a1	-0.34117925706559954	0.6509749591682172	
Hadh	-0.20044240976899136	0.011409231092543243	
Ccne1	-0.30195266580438856	0.3619780563891959	
Ccnh	-0.2681733939193056	0.39136402557133615	
Znf638	-0.17303148852532538	0.027534441483143986	
Smarcd1	-0.36614430357837974	0.30507405791737613	
Msln	-0.6630229621732826	0.6285273097308777	
Ppap2a	0.06406833588736016	0.06296122904144794	
Alcam	0.4834236368082301	0.012560823120302394	
Ecm1	-0.4194334662953066	0.9771298630491303	
Trim25	-0.8652850434981507	0.04303361654562376	
Stard3	-0.6235118775353561	0.006205452420577054	
Glg1	-0.1446467022976573	0.17432092263688087	
Ewsr1	-0.35931152622590273	0.6243811496047458	
Rad21	-0.32654864772359266	0.16870255614968993	
Fscn1	-0.6365978552159575	0.05043147914486098	
