 	oxsm_fc	oxsm_bh	
Snap23	-0.7644275708316838	0.0018818709873671866	
Wrn	-0.04278325622853308	0.0008797584217539538	
Psmb1	-0.7521455933653395	0.006231976127205128	
Hdac1	-0.5773931853828382	0.09023940437333469	
Map2k3	0.15856557606537364	0.009773114090192504	
Ndufb11	-0.01788585390305456	0.006124466610413035	
Sypl1	-0.3822370781095467	0.7132810150527359	
Gsto1	-0.042163763197052395	0.0003933342605431581	
Man2b1	-0.6966407090813953	0.05171664568437478	
Gclm	-0.36475654465123053	0.7651577377558028	
Amacr	-0.20526773130168274	0.05360705805782847	
Kif3c	-0.37749165312399857	0.42251860098885125	
Kif1c	-0.42276920179964445	0.8182619209659369	
Ptgis	-1.8871192958810654	0.02907735632836293	
Dscr3	-0.44962333044841635	0.5205756319540464	
Agpat1	0.5341992264118387	0.07006282109670459	
Scarb2	-0.7116981708278944	0.0022345685089563277	
Atn1	-0.09630690200082	0.09361519493775511	
Grcc10	-0.028464516222153197	0.14986375326033077	
Phb2	-0.13344379343853788	0.004780293457179617	
Emg1	-0.19385190130598462	0.040618557604152665	
Polr1a	-0.1343033613458758	0.19469798695993545	
Atpif1	-1.1194265617010144	0.0004912986076496473	
Terf2	0.45463296159279554	0.0006979057139902305	
Slc30a4	-0.5820456829122242	0.21000151265594763	
Bet1l	-0.12384681497350507	0.000005070552342958591	
Nedd9	-0.56148664995298	0.18949292509840107	
Cdk2ap1	-0.7223608204396541	0.008548509201461647	
Ddt	-0.23334783951557334	0.25571278521406854	
Cpsf2	-0.7643172688461646	0.015263671381057416	
Psmd4	-0.6325551394774501	0.0036011576924389246	
Kifc3	-0.09974855736345696	0.25020652755727657	
Ptpn9	-0.16231976018864616	0.018426029006626224	
Nsmaf	-0.7725232929826664	0.013367190135434286	
Pkd2	0.7483042699939184	0.03339131112252097	
Exoc7	-0.47316754007653417	0.5151040023871551	
Chek1	-0.41703278486958945	0.9845199647907876	
Dhx15	-0.4136716648120544	0.9904817890169774	
Purb	-1.5393456430946209	0.000003140995155912007	
Slc6a6	-1.1477789794909832	0.0025563317806648624	
Srsf5	-0.4289883272612227	0.7733835725057704	
Kpna4	-0.7306730309106093	0.012295131909056399	
Kpna3	-0.937968779537113	5.52629991286373e-7	
Kpna6	-1.0499386552132763	0.00023581532161662616	
Capn1	-0.43436430394317954	0.4803363684771304	
Ifi203	0.8100345566234285	0.0014890310409572864	
Nrp2	0.7644670351426603	0.0006478967674761764	
Abcc1	0.4568043465279674	1.4528364577867154e-7	
Anp32a	-0.9681277214913823	0.0016122336971101346	
Exoc4	-0.17253157205251826	0.013697088803713163	
Ppef2	-0.7226466621594577	0.04289312146372334	
Phyh	0.07767500312540936	0.09977208819404135	
Hax1	-0.14640312588214754	0.003775747864211676	
Pld3	-0.8102020091281521	0.2536501092040052	
Bok	0.5411478774609304	0.00012123692963275336	
Crcp	-0.8424727185159132	0.0025924125611723773	
Dhodh	0.3059393682590738	0.00026253917172495273	
Ppt2	-0.0062159992334263675	0.20144155179445325	
Fkbpl	-0.3579444750597637	0.797533680121481	
Ech1	-0.05539024073103609	0.0021777238295653326	
Fkbp8	0.1468639208038404	0.009437749503757953	
C1d	-0.43254191206661174	0.6693123023865294	
Edil3	-0.3038597747582836	0.4384799454714115	
Clk3	-0.6938529728151526	0.01967623575208382	
Clk4	-0.1544445564789682	0.3307797164699597	
Cdk14	-0.369998068099762	0.6851023791887852	
Rabep1	-0.35047820027786597	0.40417609160635704	
Cd151	-1.0544442167620474	0.0002127202500758456	
Psmd14	-0.5477430170070033	0.05340397957325435	
Ift81	-0.00044738699168804665	0.014658527073882278	
Adam10	-0.23705391306164755	0.037114988258435753	
Npc1	-0.970489447341066	0.050291485059235454	
Scamp3	-0.2207449368906675	0.004929562398022003	
Pmm1	-0.7274869387306664	0.02967947001761536	
Bet1	0.624463693756975	0.0007345561378773885	
Axin1	-0.23116756762121748	0.053351066389118164	
Hyal2	-0.6036418527761541	0.14725618260227477	
Stag2	-0.07280017511815699	0.0025587969987590836	
Anxa3	-1.2463036424337213	0.003552055718197978	
Anxa8	-0.4996543743978062	0.5922251010502756	
Ap1b1	-0.6783452993074398	0.005409955146701357	
Capn6	4.045412763074491	0.023644267233619943	
Cetn3	-0.534058946910567	0.5994723491588096	
Pold2	-0.19402495647591766	0.011179519001275017	
Neu1	-0.6602624397176535	0.21996887865116233	
Itgb1bp1	-0.7324867089071276	0.014227043173655276	
Mrps12	-0.037769968283431814	0.0001385177405121305	
Myadm	-0.6628894481649609	0.018964091569991893	
Ndufa1	-0.5789841853523646	0.5174539180105532	
Nudc	-1.0882008110241277	0.0020362823461099306	
Pnn	-0.5595871204645779	0.13667188623261073	
Sptlc1	-0.12449164008730255	0.07889354239815194	
Enc1	-1.3152049847461071	0.005957072329786825	
Ccrn4l	-1.3264261286005268	0.0004828406264619082	
Ring1	-0.10494040638619498	0.0005984733176752321	
Hnrnph1	-0.7114613106474368	0.015337874030160495	
Api5	-0.3622093327333856	0.530947477697102	
Bcat2	-0.43220272559861145	0.7686913255074255	
Timm44	-0.2614649749485529	0.08358713081804478	
Cops5	-0.521067459088539	0.10047657107159494	
Slc1a4	0.46435085105564794	0.001203415563544748	
Calu	0.047623736154783214	0.01383401638938559	
Lsm2	-0.6474917044025189	0.1699436198908923	
Emp3	-0.5863663668861266	0.24132830261082458	
Rem1	0.29839631822808843	1.8529461178406256e-8	
Fxn	-0.28718087415328974	0.5374398972275742	
Pitpnm1	0.0021636572784055753	0.0002133846860877289	
Psmb10	0.8388799077122439	0.000004060335238068891	
Rab33b	-0.1935838377495804	0.08630835548945241	
Gamt	0.11347267229105111	0.00047077521314555995	
Mrpl23	-0.1010074757930526	0.0077323868454610666	
Per1	0.7751104842829544	4.062410328126881e-8	
Sdc4	-0.41073803966867795	0.9761992124528756	
Zw10	-0.2967882009153363	0.007971713606740004	
Pias3	-0.49693923381845834	0.5033138002923765	
Ptrf	0.4743900549065224	0.011474784320676872	
Ddost	0.19364723925013602	0.019714825071834467	
Aox1	0.7022680818123588	0.008477781256989348	
Ap3d1	-0.2642467486469628	0.14642138199122254	
Srpk2	-0.583800208063124	0.010212313865300592	
Man2b2	0.14555298445156106	0.005130588119745156	
Dapk3	-0.7392327703449566	0.05671599339243025	
Limk2	-0.3422627239724465	0.6888427701128839	
Dffa	-1.1068454418371172	0.00011018585803105941	
Mafg	-0.39738154527995523	0.818637369332242	
Maff	-2.223254210133633	0.000010089028535693681	
Chka	-1.2608122064308815	0.0011831359744653117	
Tpd52l1	-1.680523966237852	0.18495277937249613	
Bysl	-0.22512728845124474	0.299143456187785	
Mllt10	-0.35692196080444655	0.31011154831924365	
Csnk2a2	-0.0797160213741491	0.1450561308639453	
Zmat3	-0.5505434210766197	0.5580614526654327	
Suv39h1	0.06238225157763853	0.01203458013473567	
Hmgb3	-0.44212815911967873	0.8067842152123363	
Itgb3	-0.5417036412604094	0.27703852565694087	
Cd200	-2.5910985427453546	2.2041268275930968e-7	
Reps1	-0.49553107666479257	0.26755934327985587	
Siva1	-0.5697623396004031	0.31209883139242556	
Akap2	-0.5088222668045299	0.46818267623631116	
Akap2	-0.5133266628657167	0.5521285313096552	
Bnip2	-0.5779646966867863	0.19886205637653886	
Smarce1	-0.6777689798516211	0.01688199039916444	
Dnajb6	-1.0821017229009542	8.338217739988363e-7	
Prkag1	-0.5270710273323598	0.036383974547349436	
Pole2	-0.5669005722318923	0.0011753834311412548	
Banf1	0.22322095921065577	0.06906591820428831	
Rnf13	-0.45547372514372847	0.6801050266040624	
Tnk2	-0.16320357273532854	0.09916243422498361	
Asna1	-0.33774358982165026	0.3911128606619124	
Slk	-0.26490671374606156	0.00015717476905454463	
Mapkapk5	-0.44614969221323497	0.8785657395127042	
Fkbp7	0.10072042103736455	0.00000816924720109179	
Trappc3	-0.9582288195002353	0.000983101461658241	
Cacna1b	-1.0070088454308241	0.0011412397720474033	
Pgrmc1	0.539362354938309	0.0007203400591032831	
Copb2	-0.3642577999032434	0.28624670270173147	
Nck2	-0.810110287495327	0.0006696043277083118	
Snca	-0.41844290281555496	0.9947643337276948	
Pde6d	-0.4253626805883053	0.9001628771469141	
Tpmt	-0.5773755886654834	0.07610906436263719	
Impact	-0.12386772333288083	0.05618802999279519	
Stk10	-0.6193115131055745	0.10700610435647527	
Syngr2	-0.4530883844701837	0.8473406929715571	
Bloc1s1	-0.32964796557972403	0.23257989260216375	
Strn	-0.5914779498752204	0.006835137014909426	
Nipsnap1	-1.390160277370337	7.832992118610996e-7	
Gbas	-0.03309252835963119	0.02947362241877215	
Sap18	-0.6156450365978201	0.01817235452713609	
7-Sep	-0.3972454857393215	0.6910517938233759	
Eif6	-1.008084788333918	0.0005658464764912038	
Acot1	1.253621594172486	0.028572489652581985	
Rpl35a	-0.5495049694692675	0.023134064334057437	
Atp2a2	0.41365697423901804	0.06244154398560922	
Pja1	-0.016914553876229962	0.12487719104913353	
Cbx4	-0.3173469577586476	0.07800785457040628	
Supt5h	-0.5747935434723049	0.029538426916690556	
Ilk	-0.6274863301656826	0.010967386175880412	
Chkb	-0.7456829054943214	0.005818858219237723	
Psmb5	-0.7792347665993922	0.015990470569539967	
Rngtt	-0.9204215038405381	0.0006914149239918161	
Aurkb	-0.23927229520188983	0.21021801297438203	
Dhx9	-0.2976707042444095	0.056966874457824786	
Dpm1	0.45698868483199745	0.0068406736109635265	
Pip5k1c	-0.8277410747141708	0.0014825116959554172	
Pip4k2a	-0.34866571716430367	0.3661934628543169	
Eif3d	-0.13575912062934561	0.049190274798966566	
Birc5	-0.9258911673626774	0.0020902217990562124	
Pdlim3	-3.326900507206001	0.007788813163998457	
Znf143	-0.43279832160476683	0.8305847398191605	
Pgam2	-0.3211096027282678	0.6713729441410143	
Eef1b	-0.540930368022414	0.09183986983815276	
Hmox2	0.3869474800019011	0.0174513336940843	
Sgce	-0.33745579012349575	0.6008740413772856	
Ptp4a2	-0.8331785697552562	0.0027044522729457766	
Dgcr14	-0.3144856133602007	0.2856753905935306	
Wnt2b	-0.8079778225679188	0.005855069023820615	
Grk6	0.08256989673536491	0.0033337268153908334	
Itgb5	1.2024648836422875	0.00021091314588951492	
Nmt1	-0.2701676587697583	0.16140462653693907	
Nmt2	-0.5365167843529154	0.46721574201162214	
Epb41l2	-0.419212996682668	0.9574709351147626	
Gpx4	-0.2915144558415016	0.14075565036980356	
Grem1	2.2732429626311204	0.0000012469062398814478	
Cript	-0.38776163882910947	0.8573397715784119	
Rnaseh1	-0.36488777490999486	0.8111709659895977	
Dxo	-0.18819682649019834	0.1135619223918274	
Xirp1	-4.259340019500916	0.0018749575073665596	
Cbfa2t2	-0.5212621007956075	0.2408531362288682	
Emc8	-0.5661469435718568	0.20265661436197743	
Pdlim1	-1.9463144228948264	0.00035895527350544723	
Tspan6	-0.1469991708908557	0.39007232827147575	
Vamp8	0.13324976677059797	9.637388321867533e-8	
Ulk1	-0.38148825720463936	0.5373332372973421	
Fzd1	0.6342251935674357	0.0001888063328544317	
Gtf2h4	-0.3132312045144331	0.6494907192126204	
Fhl2	-0.28418218318450755	0.08728350873200785	
Psma3	-0.7377926250433101	0.0024539417185919987	
Stx7	-0.34639774452491506	0.5197040042063453	
Bard1	0.3821616928687233	0.000010168031081242838	
Sfn	-0.8076096649161871	0.022413914589719586	
Mybpc3	-0.5456566696915202	0.47898566412698	
Tmem131	0.26217945709015866	0.08701900009099243	
Ugdh	-0.7869312296430829	0.019649605713506255	
Pknox1	-0.6949311443442887	0.014761901689747264	
Tnfaip1	-0.9312008987888195	0.0014580654341137028	
Vamp4	0.1680101027983034	0.00005488184940078513	
Ubr1	-0.3119632863621503	0.2895346119006831	
Snx3	-0.6274685558215861	0.03833797495044856	
Clcn7	-0.2957879740334277	0.39946329959934457	
Hsd17b12	0.0534968505525632	0.17588613809281192	
Kdm6a	-0.46963580692243534	0.6420652518376943	
Srpk1	-0.7264769904422431	0.00008487590504773653	
Diaph2	0.475674989330631	0.006262251117791859	
Pdk4	0.7289534059275764	0.00375524057210524	
Smpd2	0.36694004041546935	0.07372536508391725	
Cacng1	0.07068101464759731	0.046777801812389316	
Slc25a17	0.046917946937013115	0.10108736661051441	
Mid1	-0.2796144370463506	0.08349556530424304	
Dtnb	-0.10055990885126667	0.33875771343549677	
Cask	-0.42671564058725603	0.8664302941228808	
Pfdn2	-0.6962098217278987	0.047378677279181755	
Rtn2	-0.07987252994613016	0.5003323910151376	
Col5a1	0.24280207050116798	0.009873547137880639	
Cfdp1	-0.6700724447541642	0.03401739052763922	
Znf326	-0.5403009831244808	0.3439431930149257	
Nid2	-0.37489026884636856	0.780740772013003	
Wdr1	-0.4981387714479287	0.3075120732687661	
Ikbkb	-0.625744504257052	0.007978697200849611	
Baz1a	-0.18959233169565104	0.49006364764965454	
Grpel2	-0.6805317732668381	0.2538312947916897	
Avil	1.4904331918927651	0.07045179013087084	
Tulp3	-0.016278429041128268	0.07281851380074227	
Mtx2	-0.4428910257913324	0.8237505359386689	
Capns1	-0.873307714505353	0.005742351411646928	
Znf106	-0.4322382189220514	0.8704881744027263	
Dync1i1	-3.736131038251363	0.014647660407860917	
Dync1i2	-0.4474598900447051	0.6184442171190424	
Nsd1	-0.6345286334288289	0.01086163778375971	
Plin4	-0.058070905301385624	0.12029862017453084	
Ap1g2	-0.7430817419921862	0.003473291484294295	
Dll3	-0.5819216577317304	0.17993367917935765	
Shoc2	-0.3254975023933109	0.08955513709165153	
Ikbkg	-0.8862411839125817	0.00026584179536592195	
Ppt1	-0.7968483835293437	0.0019096070387647189	
Zfr	-0.0989135198304352	0.16765577904118759	
Cops3	-0.33863212969070916	0.1779829275922092	
Cops4	-0.43462710915293373	0.7035431377392434	
Cops6	-0.3803441837565861	0.7070068198660473	
Parp2	-0.26381898511161267	0.4828036364305427	
Men1	-0.12453492950357584	0.038380949906937106	
Hnrnpa2b1	-0.33430458860221846	0.4647934271214309	
Hnrnpa2b1	0.050933293635191994	0.15480733350154044	
Lrp6	-0.27805096123219974	0.24929913575446172	
Sap30	-0.0965860069648523	0.0005040152971868465	
Comt	-0.34595112363224273	0.3757621950656679	
Becn1	-0.20632611503878262	0.005596421947915038	
Parg	-0.6976662402347398	0.024612003889140248	
Gosr1	-0.46029211101188616	0.5512860683775345	
Pak1	-0.5164214823990916	0.48064658342229927	
Brd7	-0.4296049298982955	0.7460094478740482	
Dgka	-0.7124427417272687	0.09382560250467896	
Psmc3	-0.637101462929593	0.00575643033319968	
Ugcg	-1.4353735336776094	0.0016265138248714346	
Clpp	-0.13997447568571605	0.17946126326526626	
Orc4	-0.7721915009552995	0.000532305913600211	
Ctbp1	-0.5063462798991052	0.10460654673463507	
Hsd17b7	-0.3000051176517359	0.6035505442118303	
Tom1	-0.4559576745799639	0.7927904741310213	
F5	-0.6496628147962465	0.44201116860515643	
F11r	-1.7442996785363296	0.0030583190128091018	
Rpp30	-0.1991351092882396	0.15451207920928844	
Stam2	-0.5932370711135078	0.03189667972884878	
Jtb	-0.5024632450184964	0.23149385863498118	
St3gal5	0.15239244379204242	0.0903324586209217	
Spsb2	-0.003765108999796929	0.16600399447450143	
Adam15	-0.6788371322879465	0.09798091717080958	
Fgd3	-0.5914761941837728	0.029314070418011824	
Idh1	-0.5971133160334707	0.07102520064976274	
Akap10	-0.4469962178873086	0.41112847906509675	
Arl6	-0.2579909843233922	0.37826818811998253	
Rbbp9	-0.15851227124714365	0.11497049602346482	
Tspyl1	-0.4291097004950276	0.8879081256978791	
Tpst2	-0.06245370329897406	0.06647594055641207	
Ccnk	-0.6686889895235056	0.0012367626348443095	
Zfand5	-0.42668624359674945	0.8368212013547653	
Apaf1	-0.9382078064128933	0.000015126266650613247	
Serf1	-0.4434820205763864	0.8649815938090147	
Hdac3	-0.2454278591719916	0.10312425130716207	
Tp63	-1.0594284421665396	0.00009986245212542494	
Pias1	-0.384496053201491	0.7540356326436843	
Syn1	-0.5061336237282866	0.27644189938134084	
Zbtb7a	-0.16829767280794256	0.01724271136227213	
Lin7c	-0.4967087815558735	0.3992720732751329	
Gnpda1	-0.6361698137244102	0.018360494902041096	
Yme1l1	-0.26221618368420724	0.2383853137805461	
Setdb1	-0.6277337804864471	0.0002587960434252154	
Stx8	-0.41526663856608426	0.9939470294893972	
Gcat	-0.3209055673731048	0.0768158314715561	
Actn3	-1.2681142814439244	0.0003541232629782103	
Olfm1	-1.0499516066172978	0.0007600634532941717	
Cpd	-1.0269454255015904	0.00043701093711467003	
Abcd4	-0.12072106103844059	0.18092334315112846	
