 	mecr_fc	mecr_bh	
Mndal	0.5973749540122377	0.00018881771494974264	
Samd1	1.1819452180846497	0.0034039796572224923	
Safb	-0.007246557140321301	0.88378855735515	
Mthfd2l	0.4287441882452287	0.003148167601115661	
Ccdc6	-1.053532019222241	0.000010051172376757397	
Ccdc8	-1.7792469140702367	0.000020818099108793024	
Rbm24	-0.4621504554001217	0.018347877106779688	
Ptrhd1	0.0910742032521746	0.32244930549297673	
Gls	-0.12639234276980482	0.1006084722707695	
Gls	-0.092832447463151	0.3144420858865905	
Piezo1	0.3546092229040908	0.1386331096894168	
Talpid3	0.11693151475468316	0.05534941862770413	
Ccdc175	0.06703562645971213	0.3418529326641717	
Ttc17	0.2906517550449967	0.003149989311746855	
Ascc3	-0.17872084716963932	0.012653463230058733	
Chd2	0.3302672544727262	0.09374093674117198	
Irf2bp2	-0.04071689796547495	0.533835214754214	
Ccdc171	-0.00662630128278338	0.9157598978803889	
Rnf213	-0.3264101776328323	0.03374107692636827	
Setd2	0.3750792545572341	0.000002878493263030553	
Kif23	0.12450825059810561	0.3361433328514554	
Myo1e	0.09344485523687916	0.18621428273200819	
Ccdc85c	-0.041206362728559404	0.656405899606788	
Rabl2	-0.27487554400101527	0.0030814360789657323	
Helz2	0.05348297326723999	0.08661860605303771	
Tpr	0.03253802153524829	0.5299033531883747	
Tspan15	-0.5274363712984939	0.0000025965653931049986	
Farp1	0.7080324105564403	0.000007549795046353128	
Myo10	-0.3684749634693751	0.028862681772176168	
Nccrp1	-0.06118074396528057	0.8652953216173729	
Arfgef1	-0.1508167299848697	0.052264274778724897	
Sclt1	-0.20253620118519947	0.044592507669417136	
Trip12	0.15150791501994196	0.4069456697008325	
Ank3	0.2115098736641001	0.23743330220686124	
Hk2	0.2587232063620148	0.09005198648125264	
Capn2	-0.3335531746955298	0.0004046811806593806	
S1pr1	-0.10331526322365711	0.35715936031558054	
Cacna2d1	-0.21884141579825997	0.1926928056152315	
Angpt1	0.41585930145089917	0.035391784837217125	
Bin1	-1.7643252856709581	0.002658665174670313	
Sec22b	0.41726836134251233	0.12176804836805535	
Kmt2b	0.4765510062452597	0.000856247550111546	
Dpysl2	-0.2811745638616837	0.002804150244459708	
Lgals9	-0.64957298844136	0.10072200452489757	
Emd	0.7812525648371517	0.04880450267929289	
Esrra	-0.019206402176125445	0.9002174421038212	
Gtpbp1	0.6631872023824714	0.0025440019911439887	
Alyref	0.09600811364712793	0.12041135074089328	
Pten	0.20408900792872098	0.00045574980402159234	
Stxbp1	-0.3390977508715776	0.007255476513068592	
Mknk1	-0.11439047514307016	0.10155171458219943	
Mlx	-0.01390614818479399	0.8765445270232307	
Map3k4	-0.30494269682331854	0.000011535762997112627	
Metap2	-0.788391086396517	0.00044960616526380575	
Bcl7c	0.006661513738710886	0.9237536968946394	
Sema3a	0.25823387030723965	0.031106890445425944	
Capn5	0.6390655604858583	0.0005050543449276952	
Prdx6	0.2092631050627111	0.00859711874031665	
Akap1	0.7909553659773026	0.00022949754640368968	
Bak1	-0.08120134236428164	0.45316111188561164	
Casp12	0.7266303864121565	0.0002221382134114584	
Casp6	-0.4718165989936781	0.000008626938223231336	
Ampd3	0.496944006026856	0.07654966296048049	
Polr2j	0.07156081140929706	0.4587860444749857	
Matn2	0.3551685306360913	0.012034042774579307	
Dld	0.364135051908426	0.008552050712919479	
Nfil3	-0.010974438656625916	0.895917434822652	
Tcof1	1.0808097254882005	1.9511746621203994e-9	
Clock	-0.0323585480753639	0.754549409691533	
Dctn1	-0.1667758482313749	0.12321280107258818	
Mnt	-0.5227541614550573	0.12114449828888818	
Ebf3	-0.5924090490564055	0.000010417765680425903	
Prkcsh	0.6537120767886385	0.000004046963031478306	
Eef2k	0.3544753914751172	0.016032418837302755	
Serpinb8	-0.36539000202421207	0.1873404229611929	
Prdx4	-0.18469791757363796	0.008630649427523559	
Diaph1	0.19888137914044393	0.21002320990611267	
Eftud2	-0.051003526343479544	0.15137589343603128	
Ercc2	-0.10198596408510209	0.37258370645435623	
Galnt4	-0.5761410970240237	0.000007576679535809867	
Trove2	-0.393065684007091	0.0008782985068000615	
Ell	0.19355039001706512	0.011868898838264468	
Bub1	0.23019268642246404	0.07002204342077253	
Pik3r2	-0.23185674667928044	0.09992215974026182	
Mapk12	-0.28387721044525266	0.008679977044439952	
Galnt1	-0.4186089210991378	0.0011361883334884578	
Aip	0.13479357095192832	0.1796209761039484	
Flot1	-0.23563277299027824	0.12488394850786456	
Numbl	0.022709856735466667	0.6597873820015759	
Cyth3	0.1447488692918876	0.15808925381841082	
Tuft1	-0.9640246530966241	0.000046436564418331395	
Sdcbp	-0.9880152061942918	0.0000016250695732292907	
Atox1	-0.2495929107412081	0.02238877459885459	
Degs1	-0.15667211861369743	0.6578903025515203	
Pex5	0.14453757841521936	0.09457556128903225	
Sh2b3	0.6702355598598682	0.007893917188986617	
Snap23	-0.3739777946014661	0.00011705890411855954	
Wrn	0.19977334324530668	0.0013184828075236256	
Psmb1	-0.3585370755216848	0.0009085830096397137	
Hdac1	-0.09397471410782458	0.19892840432147596	
Map2k3	0.4957836693476773	0.015926831134910394	
Ndufb11	0.48523021488173795	0.0011751859997654532	
Sypl1	-0.001803655859971302	0.9790772561032828	
Gsto1	0.4043142048487743	0.0006836891111196835	
Man2b1	-0.11531519741997533	0.6447920585365962	
Gclm	0.07629789724711643	0.2732448717292187	
Amacr	-0.2283742162037262	0.028279878534746294	
Kif3c	-0.10550820025072376	0.021271565063321278	
Kif1c	-0.043325087397771425	0.1645679905967723	
Ptgis	0.6946158705720632	0.2773626617215961	
Dscr3	-0.21238094580907818	0.0012959985969702597	
Agpat1	0.5973228543304182	0.09263738645503289	
Scarb2	-0.16275437314925578	0.0010580820627305312	
Atn1	0.2246229027667304	0.02575802438365546	
Grcc10	0.8127223127352592	0.0057541397314886215	
Phb2	0.1363555444867326	0.16260846393346123	
Emg1	0.2749270725333198	1.796624167034746e-9	
Polr1a	0.3694296042766619	0.008704400500792896	
Atpif1	-0.7809246917283217	0.00008858425018928227	
Terf2	0.3716451416127765	0.04134418564483508	
Slc30a4	-0.38325390604557286	0.013405020947572613	
Bet1l	0.10450754618373977	0.04378787638403623	
Nedd9	-0.7143085591911826	0.0002780358930150044	
Cdk2ap1	-0.07085617718799514	0.3277743575301915	
Ddt	-0.564262258209881	0.02887223226790123	
Cpsf2	-0.1328825015427437	0.19671961465291318	
Psmd4	-0.17347285605128362	0.0067135961770321715	
Kifc3	0.1674242860205798	0.46065261699677507	
Ptpn9	0.4661313456604413	0.000004836378592794183	
Nsmaf	-0.49904118147427107	0.00010433814963514836	
Pkd2	0.9426534339890332	0.03383184134323124	
Exoc7	-0.18326797079078944	0.01893294114113438	
Chek1	0.24110171856437543	0.004985842743282316	
Dhx15	0.12595562333012336	0.24686433523520493	
Purb	-0.7512116575292945	0.00018536194491070777	
Slc6a6	-0.6638366936347857	0.0017766214323980394	
Srsf5	0.1888809785123077	0.012189088875644355	
Kpna4	-0.3568691425626215	0.0033189088059121167	
Kpna3	-0.30679991591202693	0.00031237926220161567	
Kpna6	-0.3125531682798198	0.000739952067130311	
Capn1	-0.34732044489785974	0.000003798825582321254	
Ifi203	0.9179555769844377	0.0038901859165292167	
Nrp2	0.6931448793027174	0.002474759881374245	
Abcc1	1.1929591710918843	0.00006694038607772248	
Anp32a	0.030167117592285523	0.6916060419653685	
Exoc4	0.0974665129257914	0.25633393010096944	
Ppef2	0.36156444534802623	0.003144344999248317	
Phyh	0.5029356042348565	0.015703840671998134	
Hax1	0.8122020436539583	6.819695871781761e-9	
Pld3	-0.2533704423989891	0.33495139270043917	
Bok	0.7544253933940256	0.00033334165998156014	
Crcp	-0.5900959429321587	0.0007330622073987836	
Dhodh	0.358106172352182	0.0022535656392880395	
Ppt2	1.5338037190436502	0.00003238761295772186	
Fkbpl	-0.2504322788989477	0.17709273632062023	
Ech1	-0.168263513776094	0.039911493375418744	
Fkbp8	0.12334435831601398	0.38300041928967077	
C1d	-0.1564311993874753	0.019814626357671533	
Edil3	-0.41939780031696067	0.005983012986793683	
Clk3	0.19929897855994788	0.08928048420651234	
Clk4	0.41470156385085694	0.10744074691856342	
Cdk14	-0.20204398148546973	0.060992099040326514	
Rabep1	0.21095758844606652	0.05193897086989008	
Cd151	-0.26928656763632947	0.07248022283339164	
Psmd14	-0.13946651238597707	0.043986063028782364	
Ift81	0.16651386278196345	0.1264538019192767	
Adam10	-0.08217282955033	0.2675526993631285	
Npc1	-0.7215796060627204	0.009918979028513322	
Scamp3	-0.19861085062996464	0.026184053674395035	
Pmm1	-0.37063635745360796	0.008859299167938607	
Bet1	0.8028979643786812	0.003660124952137762	
Axin1	0.4403223750257484	0.0011408772768397924	
Hyal2	0.25799155556030046	0.051790264012113896	
Stag2	0.243838721509704	0.009896529662158041	
Anxa3	-0.6442695454782397	0.004597162777397665	
Anxa8	-0.15870662948594635	0.13205296243867082	
Ap1b1	-0.313024236487105	0.0016123768904446822	
Capn6	2.7905188033427373	0.015637874735564616	
Cetn3	-0.22627817601769473	0.15072957370823867	
Pold2	0.25446445460417827	0.025488938902772262	
Neu1	-0.5611104752069355	0.00020503313810109027	
Itgb1bp1	-0.19004579167864755	0.04523076569099667	
Mrps12	0.22786148799197753	0.07665476743083463	
Myadm	-0.2918599217281018	0.0025232156369759677	
Ndufa1	-0.08346675968799641	0.375908241666607	
Nudc	-0.7644677275968527	0.00020544562875371723	
Pnn	-0.0730752232569597	0.42902735588958363	
Sptlc1	-0.02626163557387705	0.8367573444386255	
Enc1	-1.2005219128055098	0.0007508358511363493	
Ccrn4l	-0.7530422010461042	0.00034794374126816927	
Ring1	0.2959967155040061	0.0055504434852835065	
Hnrnph1	-0.21425721658535443	0.03574348276108716	
Api5	0.17757013394223628	0.02762512920224615	
Bcat2	0.048673440264276883	0.3848659733909024	
Timm44	0.0869488233371075	0.33564140284776534	
Cops5	-0.006598975888481756	0.8811044295617285	
Slc1a4	1.4329053240013834	0.0019540304027950667	
Calu	0.3400092508967057	0.002353891538360558	
Lsm2	-0.04668212324854087	0.6438074541762487	
Emp3	-0.33066687986085114	0.015576212301025662	
Rem1	0.6662300855181025	0.0020369569451965607	
Fxn	-0.5628692900778568	0.0016050934792008502	
Pitpnm1	0.1212158901400997	0.0038143897147627968	
Psmb10	0.3189712546453787	0.17630642481612502	
Rab33b	0.018693652242282328	0.8528269483088452	
Gamt	-0.6152270841260756	0.0007636788428040296	
Mrpl23	0.11162576755289695	0.1588748933071158	
Per1	0.9174421044043931	0.00002075384721258867	
Sdc4	0.3829213390455762	0.022369947698597587	
Zw10	0.414226493461767	0.0012795067546360792	
Pias3	-0.13346243381242365	0.19495828574555252	
Ptrf	0.7818291416732974	0.0040780785251536755	
Ddost	0.3505954178811482	0.15618520757359952	
Aox1	0.6095143723674081	0.11682947959053233	
Ap3d1	-0.24876838996660033	0.026877749841977036	
Srpk2	-0.033932065560059364	0.5314400468387559	
Man2b2	0.34858678580918556	0.03595892908745996	
Dapk3	-0.5064181280133726	0.005009871002430563	
Limk2	0.02601269818351315	0.7765478923443256	
Dffa	-0.5568150207488096	0.00263260733604802	
Mafg	-0.03459580135322442	0.6835599444989608	
Maff	-0.8413048624558795	0.0000951605993785512	
Chka	-0.6853603743749965	0.0007602977521977228	
Tpd52l1	0.8784392692077635	0.22374975116671186	
Bysl	0.25813237835345587	0.07634800405300396	
Mllt10	0.15140963741875227	0.0005820890036398989	
Csnk2a2	0.6403704044976638	0.0019676830684367446	
Zmat3	0.008158827303630939	0.8798446770878326	
Suv39h1	0.24659457587821532	0.14347180488067005	
Hmgb3	-0.31722856808494326	0.0007777107464079584	
Itgb3	-0.6258861350329478	0.002255700612009357	
Cd200	-2.7513813980999786	5.7690412934439476e-8	
Reps1	-0.31473652172496003	0.0012075725364653566	
Siva1	0.02128557841919687	0.8615992105266902	
Akap2	0.035030715182357425	0.7065336129473592	
Akap2	-0.08508648440716902	0.4850030943232637	
Bnip2	0.16804529154917647	0.17307719886829528	
Smarce1	-0.2204274011830924	0.009781171803317692	
Dnajb6	-0.7397416389850061	7.042354809577684e-8	
Prkag1	0.0031056072384134025	0.9703845342964054	
Pole2	-0.05949576322785887	0.2693057305021337	
Banf1	-0.10910364175548178	0.8038430250621688	
Rnf13	-0.25382075966120476	0.007167049346035043	
Tnk2	0.2511905991329559	0.0006784815247707646	
Asna1	0.9380380284589123	0.012627138462919036	
Slk	-0.08855410603048841	0.009260513028249154	
Mapkapk5	-0.060387365884563116	0.7621596146469062	
Fkbp7	0.16868386930530063	0.015265267625472631	
Trappc3	-0.3930796251185506	0.0015054168617201404	
Cacna1b	-0.32341535667497434	0.0024984840109504	
Pgrmc1	0.42009353909292035	0.049366931446178736	
Copb2	0.22222852288411235	0.0005156934972810911	
Nck2	-0.44240417100042245	0.003619834191963738	
Snca	0.12330110079445378	0.5134270943569582	
Pde6d	0.015402394331207632	0.7729170528811747	
Tpmt	-0.610907465749307	0.0000980896575220936	
Impact	0.10639232101867355	0.1302259737154279	
Stk10	-0.09056763514069364	0.367586015291954	
Syngr2	-0.19788987328666027	0.3331458139762031	
Bloc1s1	0.0033337227169370396	0.9666980665193671	
Strn	0.009413692616546024	0.828598844182554	
Nipsnap1	-0.5308033887871223	0.016531764519659844	
Gbas	0.5961271902330109	0.0001462122397366435	
Sap18	-0.020056351227715877	0.7413038025826597	
SEP7	0.2544016732126415	0.0002507239538878925	
Eif6	-0.29468306139527795	0.00872132416647323	
Acot1	2.848611037400659	7.525075511114309e-9	
Rpl35a	-0.001698944240745769	0.9829373025078747	
Atp2a2	0.3815964897847958	0.293385818384056	
Pja1	0.4119738144349653	0.1392720292039761	
Cbx4	0.04267355275092798	0.6107804880079336	
Supt5h	0.0017126495772885075	0.9745626082050972	
Ilk	-0.46919247378225937	0.000019706783939653912	
Chkb	0.008323063363474836	0.8861464759687164	
Psmb5	-0.45324934644337045	0.001332987704489519	
Rngtt	-0.22866881267569156	0.010658848757182954	
Aurkb	0.3693983033524089	0.004359310155992058	
Dhx9	0.10548627147956545	0.04385833728290972	
Dpm1	0.4560303468408561	0.04230618164247324	
Pip5k1c	-0.4538725127879533	0.0000040275229684344714	
Pip4k2a	0.006737626026828911	0.921413795630564	
Eif3d	0.18084655038666955	0.0935119802506476	
Birc5	0.1759846402716809	0.05396481485190007	
Pdlim3	-2.3228229440681973	0.004495305883134149	
Znf143	0.11129858202536262	0.1956493089178	
Pgam2	-0.18241514675561937	0.23514747854628726	
Eef1b	-0.21992482926682225	0.0143742092942044	
Hmox2	0.395503602928971	0.20962702867110253	
Sgce	0.23465274506602848	0.08599712189902017	
Ptp4a2	-0.19115376534996542	0.02945011152563213	
Dgcr14	0.17389885471157812	0.002861992382724388	
Wnt2b	0.06523959358010413	0.1893052112174174	
Grk6	0.7072701887245476	0.0004979845712268015	
Itgb5	1.0274944865169744	0.00006710809577547351	
Nmt1	0.2222545735783999	0.003362582559454499	
Nmt2	0.0035695793965671175	0.9782758625563247	
Epb41l2	-0.13738140458643588	0.1262131437580984	
Gpx4	0.01371794240333158	0.874207736695218	
Grem1	3.3233782079705243	0.0010158962415516603	
Cript	-0.08980464980492987	0.26806041961282295	
Rnaseh1	-0.2919130313616206	0.07788705136703715	
Dxo	0.09701700598566115	0.18015419947692493	
Xirp1	-4.069466436550837	0.0005078144909738368	
Cbfa2t2	-0.09625692680740114	0.32017775946548244	
Emc8	-0.446626179680414	0.0019871636119487383	
Pdlim1	-1.5331030874706448	0.00009470516118019603	
Tspan6	-0.9796795475090221	0.0005133254973306003	
Vamp8	0.14500427967200144	0.24707639158880976	
Ulk1	0.03480949907565909	0.46008306752869127	
Fzd1	0.6177406626460817	0.0030964265179154677	
Gtf2h4	0.36795950444777853	0.02833570192884905	
Fhl2	-0.14377945029842323	0.19780161293067575	
Psma3	-0.2642374686409448	0.006271060696976172	
Stx7	-0.556827892638577	0.0003005529191709771	
Bard1	0.6623989807238602	0.0004076537231652301	
Sfn	-0.3639635088448409	0.016391512486786216	
Mybpc3	0.02485624809054099	0.7950001380290124	
Tmem131	0.5145116656347912	0.16687304745896234	
Ugdh	-0.399900106830432	0.010234038206603638	
Pknox1	-0.17123448694321486	0.0776652496487662	
Tnfaip1	-0.4063558594552427	0.0018419499921511035	
Vamp4	0.6432669522295674	0.0000072537178565901135	
Ubr1	0.20126643976867972	0.00041369924280315644	
Snx3	-0.3548476981983631	0.0009332038137945963	
Clcn7	0.3088825234402709	0.005151015398027141	
Hsd17b12	0.011192647201570942	0.9685399955248134	
Kdm6a	-0.231242670181258	0.0768430327018355	
Srpk1	-0.22178376674281566	0.0007654717079192592	
Diaph2	0.4425125768966063	0.14861219079563975	
Pdk4	-0.5050484347526408	0.01547597272534997	
Smpd2	0.05412279694845434	0.8715658093820826	
Cacng1	-0.11181894595564865	0.4279667111733012	
Slc25a17	0.11771589842965922	0.45266111687913724	
Mid1	-0.794906775997756	0.000005925720952829189	
Dtnb	0.5823828712642203	0.07339163130040081	
Cask	-0.2735680445850449	0.0032299222596915726	
Pfdn2	-0.17632160860977703	0.11994871322212665	
Rtn2	0.6560954763463716	0.2532758665304765	
Col5a1	0.23569579859750905	0.14925448695459478	
Cfdp1	-0.6108798011559918	0.000011213143744501414	
Znf326	-0.059993081187988975	0.4625992766839533	
Nid2	-0.2904998850819037	0.09050609821850744	
Wdr1	-0.20106345128431416	0.01141112834427044	
Ikbkb	-0.17493278358805214	0.0012278669173164238	
Baz1a	0.14187988671589777	0.5943702244283078	
Grpel2	0.4565850724290093	0.0012618179244757997	
Avil	3.470142332791689	2.331624289411457e-8	
Tulp3	0.5059837916933009	0.0035178196464317685	
Mtx2	0.16972306895683448	0.17219731555495182	
Capns1	-0.5258384902808283	0.001029295304847596	
Znf106	0.02730199424364706	0.8031877529046514	
Dync1i1	-3.5423144786407383	0.005443017893170184	
Dync1i2	0.1831105875873412	0.023427538621197896	
Nsd1	-0.04441883043022614	0.34867972392409774	
Plin4	-0.17702876947598373	0.2660745494470724	
Ap1g2	-0.14286704965440883	0.06998650501642241	
Dll3	0.024328582676096187	0.7898159176393523	
Shoc2	-0.37528405665968195	0.0000011725386399356352	
Ikbkg	-0.315223608941204	0.003902863719401214	
Ppt1	0.6686417260845381	0.00008838026382363116	
Zfr	0.32883936007102693	0.05351258696442964	
Cops3	0.08358559826271837	0.03506682608000992	
Cops4	0.05386772147994192	0.32814569415142797	
Cops6	0.0020134022760222208	0.9820249156660036	
Parp2	0.3995544311730209	0.01975803261681337	
Men1	0.31779781571679383	0.02210725792345226	
Hnrnpa2b1	0.15699341701811723	0.03646575943100006	
Hnrnpa2b1	-0.04075017273884983	0.7659382147495288	
Lrp6	-0.07734404646850836	0.4121033942574885	
Sap30	0.5788262698334794	0.000029904394072458435	
Comt	0.2159642337403684	0.059349597984321815	
Becn1	0.3607951890525043	0.00023470468819526954	
Parg	-0.037810589920810475	0.1235732832010885	
Gosr1	-0.15886622215224785	0.04931922776641672	
Pak1	0.09896513458581638	0.5959602488080321	
Brd7	-0.009914561386014752	0.8178139553877054	
Dgka	-0.5387299489495804	0.01732078365104211	
Psmc3	-0.0695823117364593	0.1907035822564841	
Ugcg	-0.9880561823790838	0.0008159540854223318	
Clpp	0.12140125140670024	0.19860028967061444	
Orc4	-0.1967057704066487	0.00395546164060824	
Ctbp1	0.11772605113625517	0.051480846336558826	
Hsd17b7	-0.964263272755823	0.00015135596421033065	
Tom1	-0.10279150415371062	0.5412813924140968	
F5	-0.08950963952907656	0.7208118602975697	
F11r	-1.3130292997326436	0.00041070888848554997	
Rpp30	0.07497784706800703	0.1300099263124083	
Stam2	-0.22494349916188638	0.009236256334260907	
Jtb	-0.13184109992893875	0.12917481065145622	
St3gal5	-0.3328227202446727	0.16531828591867018	
Spsb2	-0.15383127688799172	0.5528338015705784	
Adam15	-0.03834999674218154	0.7581430353601353	
Fgd3	-0.8359927222779974	0.000033052254244112405	
Idh1	-0.6494976986068592	0.006801186376280213	
Akap10	-0.04065693509929398	0.19548854806406682	
Arl6	0.08547200774538732	0.3341278869407793	
Rbbp9	0.6551786401903373	2.804221622103506e-7	
Tspyl1	-0.46019471414993307	0.006613574959173657	
Tpst2	0.20349581319310492	0.13605791736300676	
Ccnk	-0.17686128719625202	0.001171058966586304	
Zfand5	-0.1985417107371935	0.027933809520455103	
Apaf1	-0.6768240709274453	0.0000034292591584400372	
Serf1	-0.004353421253086897	0.974399420696488	
Hdac3	0.17851952235708646	0.018902773153499856	
Tp63	-0.5403240117482476	0.0023670799240286867	
Pias1	-0.029330894953219253	0.7778453658489678	
Syn1	-0.4483298502530462	0.2407990714588204	
Zbtb7a	-0.03056742038189196	0.6954654364948705	
Lin7c	-0.1972751721849261	0.013220986554800895	
Gnpda1	0.11919137195201335	0.42631201725810813	
Yme1l1	0.1328692040856922	0.21235094986109165	
Setdb1	0.022556892369689868	0.7115411538034857	
Stx8	-0.3187721928628038	0.0007352939253156666	
Gcat	0.26746894900385443	0.2662086107439259	
Actn3	-0.8571860368732409	0.00011963080910506413	
Olfm1	-1.0199511229212181	0.000022188472823372084	
Cpd	-0.9220442634434312	1.383442564185323e-8	
Abcd4	0.1950042510839831	0.3751705823498733	
Lgmn	-0.09813757501503022	0.435063479713648	
Tpp1	-0.03331515201497623	0.8298060807716304	
Robo1	-0.41475668998830084	0.3095687490153964	
Sh3pxd2a	0.084576519072442	0.24593528890808847	
Mkln1	-0.23786110256341073	0.007834777537954809	
Itm2b	-0.07002071857349501	0.4144617921282566	
