 	mecr_fc	mecr_bh	
Ube2g1	-0.20282178453846036	0.15662782368540848	
Ube2h	0.2702834701146187	0.04845020071525278	
Ywhae	-0.1729854765571126	0.02924593943821326	
Rps14	0.12102947872664185	0.1357514150786886	
Rps23	0.05069174975453219	0.28718825817959825	
Rps18	0.000689724516609025	0.9851214933033855	
Rps29	-0.01553506547559302	0.5497968817878008	
Rps11	-0.042938976881668346	0.17608872705618606	
Rps13	0.022057518872262743	0.728217085582047	
Snrpe	0.05963520387665756	0.43308089004608	
Snrpf	-0.07798995699016305	0.1658597353812169	
Snrpg	-0.04687672018640671	0.6463055029237161	
Lsm3	-0.5670430131886791	0.04958920098538545	
Lsm6	0.19287459828146888	0.09204672716180255	
Snrpd2	0.07628543911965531	0.055192014434969044	
Snrpd3	-0.06253359647106642	0.3709532140743909	
Arf6	0.012845101881727303	0.9089670884705294	
Psmc6	-0.18929225562378815	0.025156537182247467	
Selt	0.19493906592124044	0.49445055501825536	
Abi2	-0.042150335861421674	0.31893307703699386	
Polr2g	-0.11364047361114679	0.173554477313388	
Rab11a	0.2567457544216414	0.011214108082209606	
Dynlrb1	-0.1669542139893312	0.04182580875020976	
Ypel5	-0.3158804214302391	0.029854561542407416	
Rps4x	-0.09963354262520131	0.12790470712434865	
Ppp2cb	-0.24795263326161113	0.03003774218493979	
Rpl18a	0.025541143872858645	0.7091184264418063	
Acta2	-0.03398818011386085	0.810737304993096	
Ap2s1	-0.22667816453035688	0.0034454241509994225	
Rhob	-0.753932024726534	4.3350455166429713e-7	
Hpcal1	-0.9731035575486504	0.00004745136434108763	
Rpl23a	0.043100275769236036	0.48033706715540814	
Rps6	0.09921361533718107	0.18226722842497295	
Mtpn	-1.0507084105533033	0.03067283494014661	
Hist1h4a	0.3368964956792645	0.0816840351257882	
Atp6v1b2	-0.39304648110449747	0.0008986845942053586	
Rab1A	-0.06644764060889749	0.5724461691054308	
Ran	-0.13589306622337982	0.22090997678826135	
Rpl23	0.0947803213634472	0.266343106992836	
Rap1a	-0.19334833898021886	0.0746818076653606	
Rps15	0.05776371143402681	0.4429157576882365	
Rps24	-0.029986693529922472	0.4396120640580373	
Rps25	-0.19645547093975785	0.16153139321338822	
Rps26	0.031062506279872653	0.6032014656171573	
Rps28	-0.035797588179316345	0.5311168691358932	
Fau	-0.08300424587868782	0.34488449510721714	
Tceb2	-0.24152108525804505	0.0026199275526644517	
Gnb1	-0.22166872269987462	0.0839745218545882	
Polr2l	-0.1956330429091054	0.13519332097736855	
Rbx1	0.052010558900182254	0.41161633262211944	
Gnb2	0.1387423953979874	0.1112868205047643	
Rpl30	0.07372934260563507	0.37345335460879464	
Rpl39	0.04383273959030466	0.7144973922381016	
Cycs	0.46417002283555087	0.0041690734318675215	
Rpl31	-0.03146488390532366	0.5079767998262165	
Rps3	-0.19070205402460283	0.07235543562998381	
Rpl32	-0.08824206922465973	0.4248607399133172	
Gtf2b	-0.3142274688166472	0.0076503953825939105	
Rpl8	0.04654505827913141	0.4411852922057218	
Ybx1	-0.15589747813069263	0.003352263462557855	
Pfn1	-0.03504588412775796	0.46485271059517513	
Rps27a	-0.10883927270210682	0.037295894362759444	
Uba52	0.15214489450502336	0.1554615343088074	
Tra2b	0.03938782026530348	0.5659269769438979	
Rac1	0.07210208931407358	0.02646668398140117	
Aes	-0.5071699778605577	0.001509100449297491	
Pafah1b1	0.07234082199832295	0.29388746275121375	
Rab3a	-0.3853973121370289	0.015184588036701382	
Hspa8	-0.1404291887594715	0.07484996578620597	
Vamp3	-0.23140054354073705	0.2655681509868061	
Tpt1	-0.9099601164382298	0.002691469176211695	
Mpc1	0.5430162350839475	0.006882178046994097	
Cyth2	-0.22405422200619107	0.10671875893263946	
Dnaja1	-0.24479958676831004	0.0006537766773232625	
Hspd1	0.1777352957149121	0.06408009426635754	
Eif4e	-0.041471469263254	0.522638277142639	
Atp6v0c	-0.03713963463303601	0.8590148597357752	
Mapk1	-0.1834845119843422	0.000022286657159471303	
Ppp1cc	-0.11099250918338295	0.2146959312742377	
Gnas	-0.32502210606495385	0.0003254910100061697	
Ywhaz	-0.4227421479199626	0.0035763271398417443	
Ube2b	-0.19569939216533988	0.029300685122191937	
Crnkl1	0.23298825149897104	0.2681153130067856	
Hmgb1	0.25177364960789034	0.01045125299872735	
Sumo1	0.34615951401589934	0.000644026020748184	
Dynll1	-0.12421383081266925	0.012597538568373045	
Gng2	0.5556216194933088	0.00019389457998273364	
Eif5a	0.02857547674559931	0.667250673800125	
Crip1	-1.496594216041969	0.000023802582008820956	
Supt4h1a	-0.15329659391869127	0.31405462575137894	
Rps17	0.07633175301934196	0.15896470258184112	
Ube2i	-0.238680897553587	0.005224476367761952	
Rala	-0.43088562138837794	0.00009852180431273898	
Rps10	0.08116399391819949	0.22360092666199136	
Ppp3ca	1.1410292220605285	3.0931320946528895e-8	
Ppp2ca	-0.1416770351765922	0.18771818133914803	
Phb	0.18928057828372846	0.10811678479323843	
Csnk2b	0.15178773444878593	0.001697061248156637	
Rpl22	-0.20895462529813544	0.169877462716701	
Ube2l3	-0.08477150061742206	0.48344098658087914	
Gnb2l1	-0.1238215344596499	0.1606589260142856	
Acta1	-2.6818662337590453	0.0050577568755960705	
Prkacb	0.4948554273078023	0.00045678131268953053	
Ywhaq	-0.5764864177326382	0.0000013397979334815097	
Tuba4a	-0.5165277979515709	0.0021844549578609977	
Tuba1a	-0.5918812870644364	0.000020204983941535275	
Tubb4b	-0.420759852010251	0.0021047469657890427	
Tuba1c	-0.01449302914159275	0.8402608033925699	
Hist1h3a	0.23401105820177762	0.2968191074575109	
Ywhah	-0.7857399913148327	0.000006604992927304032	
Ranbp9	-0.2464820296781029	0.006160370675244779	
Zhx1	0.12934565271788598	0.1438270170968541	
Sbds	-0.13693751574465657	0.040185090067306	
Kpnb1	0.16652144105602074	0.0006302862719294231	
Pip5k1a	-0.05562006873295238	0.4680607716452117	
Kifap3	-0.19574239695732099	0.003646475339218703	
Traf5	0.8114468335166093	0.00006367628453462208	
Psmb7	-0.15284796285647004	0.004802664282634939	
Traf6	-0.25938786876021075	0.024704602741945574	
Lxn	-0.5840975367480478	0.0011060094960043281	
Plxna1	0.08452403609823607	0.2709823642999378	
Tead3	0.3055894615118475	0.11150917778739698	
Itpr3	-0.10068357624359611	0.7851331891677078	
Map2k6	0.8558072364742636	9.793921892684095e-7	
Ebp	0.28787414871689415	0.28501906590412435	
Nfic	-0.0890344932594912	0.5749984864689363	
Nfix	1.4771850675414797	0.021481926682072636	
Pald1	-0.14664035227867456	0.13327051065576434	
Pfkfb2	-0.2034875427145288	0.22714429758091925	
Pkn1	0.6902471279916084	0.02942758172128574	
Rad54l	0.30715044609052516	0.02085327902852145	
Pdlim4	-0.8420841216617947	0.0003921979759189803	
Surf6	0.09971088798307569	0.22977827236142406	
Vamp7	-0.0022970263715048254	0.9787753413681112	
Hdac2	-0.17448462259201689	0.024735144495400964	
Mpp1	0.06813979608010946	0.36262632058700967	
Aup1	0.7635776281364557	0.035460405915978016	
Pebp1	-0.030208513289974093	0.7321087262504877	
Stam	-0.09748759740527009	0.25126155815114	
Stim1	0.414906223270916	0.16629555689663195	
Ctps2	0.050844614475335524	0.33606677509478705	
Tial1	-0.0948228197181574	0.14913234626778904	
Hnrnph2	-0.052846320586141415	0.3929225152080497	
Rock1	-0.3180291115859055	0.0044076215345029025	
Rock2	-0.0879990440397291	0.363715513216076	
Smad1	-0.06348440432397504	0.5047913286998846	
Tank	-0.21781711184658614	0.0823809739087579	
Hint1	0.2167029135438775	0.018822643800423127	
Nfyc	-0.021122317641736457	0.8478158706395356	
Ufd1l	-0.24032427498849088	0.0012463801875133517	
Terf1	0.5333715052796463	0.0010093323925681264	
Elavl1	-0.09709128192401978	0.2921340586972572	
Il18	-1.1631350449578428	0.001494496568869398	
Rad50	0.518174559185323	0.0015402244330011364	
Usp9x	-0.2233611496329997	0.0007268644580123544	
Tp53bp1	0.08161566131007841	0.02446607054402463	
Idh3g	0.330018584922468	0.00638137107381615	
Erbb2	0.04151614727946463	0.49013794446135955	
Ext2	0.15952963050468724	0.22814098549870362	
Evl	0.05161371990141606	0.5748971711932276	
Slc9a3r1	-2.204742750990984	0.0000021561520693948773	
Bid	-0.22324707195138457	0.20530110567882243	
Eif4ebp2	-1.979849251766009	0.00030618282276383287	
Fer	-0.36979788126475654	0.0451354633792038	
Stx4	0.10832667212355876	0.050622729514643666	
Pde7a	-0.4418823771567064	0.010495086667549884	
Erf	-0.6012465770844305	0.00001536872222829659	
Vasp	0.06332853576502279	0.5644912005517775	
Ldb1	0.07468779417134395	0.37778526098538967	
Naca	-0.9797534715207962	0.00418443003218045	
Irf3	0.04333211845304011	0.4476507023659322	
Casp3	-0.9594392526066524	0.000009646734853100973	
Urod	-0.6123495274185142	0.0024792749383199036	
Ctps1	-0.2959425273456362	0.007072421529248493	
Gaa	0.5726921965116001	0.00312184465368263	
Polr1b	0.3358207307946523	0.01769078758488252	
Cct7	-0.23819167551491113	0.048706577888529834	
Cct2	-0.1356505511733237	0.1509562354598978	
Cct4	-0.34025979508389426	0.023739037575927723	
Cct5	-0.0778911068204228	0.4132965289213411	
Cct6a	-0.03669666707963905	0.6148268592516766	
Cct3	0.021074783053808572	0.6680407969847725	
Gabpb2	0.7030268005495522	0.0003446905500368444	
Nucb2	-0.3138860579648579	0.0970727256842423	
Irs2	0.891846273043314	0.017169712622730614	
Atf1	0.19336388009923877	0.04777783882798708	
DCD	0.25334603156350466	0.39466239164670813	
Renbp	0.36676580860619645	0.5190068452994281	
Sgcd	2.4941460252501195	0.0007759722890570868	
Sgcb	1.669771253438084	0.0018042007968461595	
Stim2	-0.17579978387048936	0.5394275006196266	
Wnk1	0.41942472382892676	0.0002376566810650152	
Phf5a	-0.137159868498349	0.16705912464704464	
Txnl4a	0.1529992702774085	0.06367093946604342	
Rpl36a	0.0023062603898477184	0.961674453513177	
Tubg1	-0.16321551234434714	0.19996644801734906	
Cbx1	-0.21056909810846478	0.1355734970360085	
Tceb1	-0.3651601989673176	0.01677665409821363	
Arf5	-0.3578840055040216	0.0014686294527937415	
Erh	-0.17551576315665532	0.13492964415897668	
Ap2m1	0.008708953704887506	0.9123551101521956	
Rhog	0.24332805625119494	0.03449581303443567	
Rpl19	0.19921102224429563	0.06951374142019105	
Serf2	0.004617998630245862	0.9597115440213415	
Srsf3	-0.038435762514866856	0.5789956748044386	
Tigit	-1.3261450789757654	0.001919196485965873	
Mcl1	-0.29144483068907306	0.046750141231382825	
Serpinf1	0.871141664481276	0.00038950472008457524	
Nptn	-0.3731260657584886	0.006637950821760004	
Bach1	-0.6172931296990714	0.0015510827696139247	
Polr1d	-0.039311079893758004	0.6047786556717668	
Mcm2	0.3098990236460889	0.004287387834821734	
Mcm6	0.22929159216525677	0.027719567053983426	
Prkdc	0.3566904705057623	0.015744845896626763	
Csrp2	-0.6456564531455908	0.017190982130910745	
Csrp1	-0.37429023254926325	0.00795305159906352	
Kif20a	-0.1922827141074325	0.21438953688132958	
Nrp1	0.024276395989738953	0.8596128349014261	
Nxn	-0.13012998478930343	0.11032451451132858	
Rhod	-0.17066433002529646	0.15980481964609838	
Pkp1	-0.7643688123153378	0.00005976196300293829	
Rps3a	-0.029826193367422	0.20855378616234257	
S100a13	-0.2523925867403494	0.04113535138125038	
Sms	-0.45911593136469775	0.00004613326204289642	
Etv6	0.36354069723312943	0.00074817854213464	
Sptlc2	-0.0559285171747606	0.5401344932426715	
Sephs2	-0.059483964680886445	0.5191947432910808	
Evi5	0.0395839162602634	0.6237373498150826	
Meis2	-0.3498247715027701	0.013915770343494808	
Atp1b3	0.5693303697568962	0.000037087351987858754	
Psme1	0.1732651879988882	0.24564340538339074	
Psme2	0.22555111353168214	0.07229205433092814	
Frg1	0.12146520187140492	0.031933832256008834	
Cdk2	-0.3226115841223823	0.008879102138134845	
G3bp2	-0.17236215896498394	0.010726500765643222	
G3bp2	-0.43919758755599364	0.0002023085165820881	
Anxa11	-1.0545382703855473	3.933067109775663e-7	
Lig3	0.15713251022014876	0.016789211093045757	
Vps45	-0.6218173786888496	0.0000411134722907715	
Arhgap5	0.439787587822303	0.03006295703404193	
Ica1	-0.16376942112793424	0.36553000141300535	
Lyst	0.0021139378592027174	0.936227420530092	
Anxa4	-0.2433545401334543	0.18488032222028328	
Nbr1	-0.030284404461152662	0.5857998286034249	
Mprip	0.3893373915818711	0.000056034732541169175	
Slbp	0.44509118460048275	0.000981855544577254	
Fhl1	-1.1735155238943573	0.006980474443842903	
Anpep	0.33370514936808426	0.027476247464207744	
Atp5j	-0.0908949391669014	0.5727733511736229	
Bop1	-0.03784609295630712	0.387360814807358	
Smad5	-0.7077810657254362	0.000001568629444126897	
Mylpf	-3.3336865107415807	0.012159314055820398	
Rps5	-0.2034900907890117	0.2782230451324869	
Ext1	-0.2863644198654263	0.06516143245234159	
Dok1	0.2050488492688639	0.1323524845740096	
Pam	-0.47571617987099274	0.00023881154655328146	
Ppp4c	-0.017928221254832784	0.8325778228796318	
Smad4	0.07708464712383767	0.4413596654458615	
Tarbp2	-0.19197174775070655	0.02084429696123736	
Pitx2	0.28994980030350925	0.06226000356552245	
Aurka	0.17199216295125663	0.16188910895961778	
Coq7	0.19724761084857043	0.2924443902277054	
Eya3	-0.7959687471631911	0.002071639129480576	
Txn2	0.269126953036589	0.06720563550934548	
Gclc	0.47615731996077865	0.0022460825545730888	
Smarcc1	-0.05739724602653061	0.2292751345478247	
Tep1	0.4111219661937546	0.005907859341873198	
Cpt1a	1.2292374406836846	0.000371485698955095	
rp9	0.4830025198533323	0.000012615336892615044	
Wbp2	-0.5333930826064801	0.003103958382014295	
Thumpd3	0.2855681551957831	0.04227758474739972	
Cry1	0.2582634131492372	0.01113457605430353	
Neo1	-0.24927619446490196	0.1229924396613785	
Smn1	-0.14182671788806336	0.07264303611715223	
Fh	0.1146369592896723	0.15955726317151694	
Cdr2	-0.4218321093448425	0.013593927368968872	
Anp32e	-0.44141592133536517	0.0002216198346960255	
Lypla1	-0.19556954678058244	0.0519585311360651	
Hn1	-0.9557388290098036	0.000012560087372344435	
G3bp1	-0.25693289438600514	0.001631577236666235	
Nfib	1.5782474305967098	0.0000030897816200246146	
Casp7	0.010713228619446138	0.9367559111771331	
Pex7	-0.15431443720924667	0.11424132207378238	
Rbbp6	0.05981279102554261	0.23196810800144718	
Dtymk	0.31603989167207863	0.023819563259285026	
Bmp1	-1.00393514385009	1.781387777918345e-8	
Masp1	-0.2843192783635139	0.07615573091844215	
Dab2	-0.14003690975661734	0.24519325533631628	
Shc1	0.06439681634998784	0.2005707036292549	
Vldlr	4.155902190559824	0.000004412325523577454	
Gnpat	-0.22606304945569095	0.009953414439147452	
Atp9b	0.4016743779734367	0.0001379212072872275	
Atp11a	-0.1874195921029673	0.2823717780798222	
Arvcf	-0.785710236911691	0.000013821771475591555	
Tubb5	-0.3648513160727748	0.000675420749343185	
Gchfr	-0.38608359144384125	0.05360415256112423	
Psmb4	-0.29644848640143884	0.004965151400044125	
Rplp2	-0.14478656072668206	0.2353175563732645	
Uqcrh	0.06598329412757556	0.7374777451228847	
Prdx5	0.4350088087084021	0.0013084592711933261	
Stx2	-0.17389528680506275	0.0012193175415529315	
Gabpb1	-0.13932644544680367	0.45487424420915235	
Gabpa	0.0881358707660739	0.15760959535506408	
Cpe	-0.2789247449833737	0.00005622130579069245	
Hmmr	0.5076396340248236	0.000002928138980667305	
F8a1	-0.3705802416062539	0.004023121400362707	
Il6st	0.12808456253560527	0.12635752670659506	
Cd80	-1.6903762697830955	0.0004572442211469122	
G6pdx	0.10045751985058461	0.2889018242251731	
Apoa1	0.23255518631807517	0.02396801087404228	
Yy1	0.03849470297896087	0.5255152514266388	
Axl	0.04901781289824356	0.4177430162953199	
Hnrnpul2	0.18167965018730486	0.01295227614637664	
Pde4d	0.10289729867705262	0.4885951733667905	
Creb1	0.008667465410946727	0.8989512809703307	
Col1a2	0.24298451008964173	0.38347846667164454	
Hmgcr	-0.6916032000274612	0.17297147910177807	
Egfr	1.8798983212357816	0.00022114513685645104	
Top2a	0.6280910297449092	0.02978568398602897	
Adcy6	0.21862994881411585	0.07627550212992848	
Sec23a	-0.06579730456464034	0.3149416425360001	
Notch1	-0.7358986325365031	0.0007745897711676321	
Gas1	1.465459996872211	0.0005410544660742939	
Rsu1	-0.09929053480032314	0.2636519635537401	
Tcp11	-0.2767924874673684	0.029607941346295703	
Vcp	-0.5546518585850916	0.00014387560841044425	
Aqp1	-0.4320131899059413	0.019635284151783394	
Uba1	0.10999452260383495	0.0940560593731415	
Ctnnb1	-0.15327697611327873	0.008949273880517167	
Jup	-1.6371022602915746	6.31447559530976e-8	
Ank1	-2.909722132128204	0.00016575575155795797	
Sos2	0.0009510354055690009	0.9924342833119087	
DSG1	-0.1143390976299233	0.6917157629451833	
Zfp41	0.16869995737885696	0.050393024065557464	
Myh6	-1.0007022889790396	0.0006074158266043134	
Sap30bp	0.13497531019717574	0.03945765498788022	
Col6a2	2.3989033005639553	0.05570457266319893	
Nucb1	0.29100911711665095	0.016762308987624343	
Mark3	0.0410446072658652	0.7693746357348776	
Epha2	-0.03768525600594944	0.8524481179956075	
Cdk7	0.06420463253596415	0.717820782585434	
Enah	0.2758071546734373	0.050243519591146014	
Atp5a1	0.29495536092232855	0.009156221927342617	
Runx1	-0.38167645065856726	0.039495961229730446	
Thbs2	-2.0740742683042863	0.009679112011050067	
Pfdn6	-0.03581134753581911	0.5474798519574788	
Eif2ak2	-0.2330556045316809	0.0022995758001973002	
Rela	-0.33737571424662294	0.0012030908893903183	
Ckb	-2.1926552142898035	0.000769591854544163	
Smpd1	0.20723984963732314	0.10548241259928755	
Nf1	-0.07584293147676426	0.3770626405847557	
Smarcad1	0.015343722996043262	0.6634437932011364	
KRT17	-0.20224503529970642	0.4013036536909471	
Cdk16	-0.7327751669352511	3.197016780296677e-7	
Yes1	-0.2444995345109019	0.0055359819714572035	
Top1	0.27671067662827653	0.25301324834946776	
Col6a1	2.1050571229950643	0.0373088239087307	
Sox9	-1.1807981265084926	0.000003584645785291212	
Cdk18	-0.9572028749049948	8.535110730167044e-7	
Rcn1	0.5725093633665586	3.3627889526492065e-8	
Mark2	-0.016098773473485754	0.8738125117449131	
Ptgs2	1.0288509836955502	0.0028375185212814323	
Hspg2	-0.9499236178202267	0.000013095125599033086	
Fabp5	-0.8613047417476316	0.0001535421383401972	
Fmn1	0.3135783124608893	0.06550261512266738	
Ptprg	0.3040849145674467	0.0003348763201070493	
Pc	0.5277173104136688	3.763953658424977e-8	
Mex3c	-0.4340673480702377	0.013045341790382367	
Drp2	-0.03013835988230632	0.47062717768076706	
Eml1	0.22016989963443698	0.15305459191199133	
Larp7	0.24660171974959905	0.0000061860596602410975	
Eif5b	0.04376516646223038	0.39437788022168824	
Cab39	-0.10736563290645665	0.0039169866718096625	
Ptpn2	0.7154332151580864	0.0003948372282967755	
Atp5i	0.5840622090253187	0.00029381924574251484	
Sh3bp2	-0.7662215790565411	5.6732538848412e-9	
Anxa7	-0.22888250016498124	0.04564805083225166	
Igfbp5	-0.8430407549145031	0.0006053171661568868	
Igf2r	-1.0000583001309742	0.23751533544776965	
Ect2	0.4602257302123389	0.00009933856520193892	
Zscan21	-0.1950239655956415	0.07483155295505947	
Mtf1	-0.6869838992883471	0.003160629948021118	
Acads	-0.001281961036878749	0.9918588345789294	
Lgals3bp	1.3652637629643125	0.007451935356989102	
Bax	-0.06410593256929935	0.05169970552007295	
Plk1	0.304757364693449	0.07807900075448329	
Cbfb	-0.32045186661548053	0.003561164875672385	
Hgf	0.7706872063234173	0.09670929690653865	
Cnn1	0.36449145849207265	0.03876468383774282	
Cnn2	-0.19902544910603237	0.17351024751205177	
Tle3	0.006335441028781946	0.9079503789566158	
TGM3	-0.15845486574559353	0.5892480463586465	
Lyar	0.4890291091056379	0.06996696281521529	
Rad51	-0.07509397117917942	0.18533340110006924	
Gata4	-0.881723749360937	0.00007012672432565119	
Zbtb14	0.08099382930069889	0.43579681531159115	
Eps8	-0.3708640133115002	0.001984889742688493	
DSC1	-0.6874413410259038	0.05659243311044723	
Tfdp1	-0.06860655274302196	0.5973387194696144	
Runx2	0.31167704808224733	0.06920862245161426	
Fbln1	-0.045988424073292476	0.8361867730979711	
Ssrp1	-0.05812979563150326	0.4906213695131276	
Slc7a1	0.3415041368132532	0.03275430226585412	
Chd8	0.4863198755824939	0.031119756701082114	
Inf2	0.055150639326657994	0.2134334814381694	
Ttc21b	0.10709076546150373	0.18254302756929316	
Ubxn2b	-0.36306432381707116	0.002816068093356524	
Trio	-0.5260656185139031	0.003923167086277024	
Vps8	0.23847932663337823	0.00007518859533921445	
Lrriq1	0.1028101850245821	0.41571668746008605	
Tppp2	0.16048662750640824	0.21746060442142634	
Zc3h18	-0.16024850865776002	0.03607787668648457	
Mcm10	0.31775944830557296	0.002613787004169494	
Krt80	-3.2949372760236875	0.00014046672705514095	
Znf800	0.25894284839633885	0.029187751126472768	
Cep76	0.07704964741961881	0.07862151502547833	
Ppp4r2	-0.07734848080724349	0.15775303489113143	
Zgrf1	0.4473937840473685	0.003223872610878418	
Tanc1	-0.03818304805333834	0.7360710150914712	
Npepps	-0.45699656819546114	0.004591544532737983	
Pepd	-0.38682894021734343	0.0007281359178566895	
PKP1	-0.362303005532012	0.03289763974741818	
DSC3	-0.5213286663972216	0.0034284871261352164	
Kiaa1468	0.1130387044562404	0.06293630581373304	
Fam83h	0.5119922310779488	0.05603673466136424	
Dusp27	-1.5249171511340667	9.681436429042515e-7	
Traf3ip1	-0.18833751147262606	0.05590279322446879	
Rpusd2	0.23186769730062545	1.120500723665226e-8	
Gspt2	0.145792253077107	0.0019406059624912835	
DSCC1	-0.22511689630736367	0.03015707685738767	
Cdk12	0.19722686266616002	0.2567245685731707	
Rtkn2	0.23920673568766265	0.4169447922681709	
Cdca2	1.007128289885195	0.00004971396923392136	
Ptcd3	0.16170294475689106	0.07847379981419696	
Aars2	0.045589129080942266	0.3059931590590625	
Nsun2	0.22716342489056135	0.00008278358704908644	
Trim72	-2.4241731003809357	0.006506396443034166	
Parp14	-0.38602321481856233	0.0016862170552231946	
Edem3	-0.37584466049320453	0.0000037313125652939568	
Specc1l	0.04675199038727243	0.46199105258717865	
Gsk3a	-0.09250797011283836	0.12845322555665661	
Malt1	-0.2823883159027668	0.0002912698518568917	
Pi4k2a	0.2859398375283645	0.00037435186729533763	
Hsdl2	-0.5328545070877774	0.0019831036485069885	
Helq	0.4130196397082688	0.01873193079242049	
Msto1	-0.19696242791819288	0.09666635105802136	
Slc39a7	0.8496501676810679	0.09383467162465291	
Dus4l	0.5547849324621373	0.0000174610068536976	
Cdon	-0.431746548592648	0.02670242594607091	
Cnnm3	0.4212780682912456	0.001033051724880592	
Osbp	0.014758004828593132	0.7313058391729137	
Tcerg1l	0.383944670750189	0.0011014177724856654	
44260	0.8976399300450839	0.0051724473350333346	
Hddc2	-0.5538764535017594	0.04705881504509623	
Tmem120b	-0.29919805353356127	0.10263808980561882	
Stk11ip	0.10615750979235102	0.26091789750976246	
Emc10	0.14016343797223377	0.30401588834419	
Tmem104	0.14594980434244284	0.06573627485312697	
Plekhf1	0.2422684432708247	0.004711773392786579	
Mrpl10	-0.0823056749992901	0.3372642511082232	
Patl1	-0.23002838049182375	0.009041825812025466	
Fahd2	-0.20715769737789486	0.06805474319365407	
Hs1bp3	0.3479209231517715	0.044060578092023156	
Cul4a	0.27918671922403676	0.027008471515244537	
Fam175b	0.13496802653457535	0.0011625195195778917	
Plbd2	-0.0876907990904417	0.36162231371754033	
Kiaa0907	-0.13506257178262454	0.0670170571203008	
Sppl2b	-0.3265320921135253	0.05473077033927546	
Ppp1r21	-0.31586515272211996	0.0006331914331924322	
Rogdi	-0.24626500781717262	0.0020083490175216738	
Disp1	0.3120304933262911	0.0014779253163313582	
Faf2	0.5392269777676156	0.012370638660636616	
Stt3b	0.7514176058241904	0.03495892128475977	
Cyb5r4	-0.03785326976617863	0.4419603869589247	
Hp1bp3	0.03640740844911053	0.8429108722617412	
Hp1bp3	-0.14870491998979374	0.47604522768612817	
Lpcat1	-0.12583877377536642	0.6364998355012915	
Gpatch4	0.3899976391841928	2.454538068792345e-7	
Spryd7	-0.2605296698869749	0.015163769724062071	
Fam107b	-0.14990993333203187	0.2928590842710076	
Myl12b	0.0571624769794205	0.5599616020455929	
Aarsd1	0.06803346161731136	0.3779628757044216	
Eif1ad	0.1122966616007439	0.13726222416926687	
Gtf2f1	-0.1527731478636905	0.030771369549300157	
Gmps	-0.10165863309179934	0.23138176292711166	
Mat2a	-0.15915358282511635	0.02339391037981128	
Schip1	-0.7408685333721995	0.00040919623419827966	
Trappc13	-0.23370346377425483	0.026766618089111998	
Ric8a	-0.3726857037743434	9.387114624945056e-7	
Pde12	0.3479625100372431	0.001017910668261171	
Zc3h15	0.046770962841824124	0.5697502700812725	
Usp39	0.544632697570784	0.013857548294001952	
Pdlim7	-0.31857419168373674	0.018493450308836222	
Cenpt	-0.36937367429467705	0.003200437355642371	
Fam98a	-0.15400243760568685	0.013527650359800305	
Smarca4	0.29505762472520436	0.2217900317116134	
Cwc27	-0.09355740202370645	0.19695440114631066	
Uri1	0.7815556901064575	0.0000023324457276541892	
Prrc2c	0.1960140413667596	0.1525103966350716	
Echdc2	-0.287689859128834	0.008282081330793185	
Dtl	0.664220677936019	7.457884172809012e-7	
Gdpgp1	0.00703350878098462	0.8988219467139856	
Scrn3	-0.17436525882249493	0.026787932527712662	
Pyroxd1	-0.10683110821762064	0.2988265154167092	
Ccdc102a	1.1950883022318661	0.00028948091224739665	
Qsox2	-0.19194471075603164	0.009924937692132856	
Micall2	0.018721319493444896	0.7273012895171015	
Fam172a	0.44003872988238524	0.00032885142531516456	
Itprip	1.1805851340273263	0.0030250326516570673	
Ankmy2	-0.37099648376915156	0.016193482076789223	
Exoc5	-0.07677325260901145	0.11055890787198042	
Foxred1	0.5260612161434101	0.00008136250199017112	
	-0.35040138737277776	0.0011935427072106491	
	0.15173727088828304	0.1598626015460174	
Pnpla6	0.34038332321825504	0.18600204528877073	
Alkbh5	0.28905129483794245	0.008047625566054485	
D17Wsu92e	-0.11633237127529925	0.24477072224835011	
Cblb	0.6396720420082607	0.02720135397106482	
	-0.2529971954524346	0.04866622608167223	
Yeats2	-0.048030231627845095	0.2909654322175725	
Tamm41	-0.03851027505407824	0.7335053809811816	
Tex30	-0.34583309237730325	0.0013884739636681829	
Nr2c2ap	-0.28096274752069667	0.030961244165650718	
Ccndbp1	-0.09652042584129981	0.6206030043332759	
Hexim2	0.3657530212174817	0.022257395668753312	
Pbxip1	-0.1187185806483941	0.701069903660513	
Uap1l1	0.41071074901591464	0.03134860223857403	
Wdr70	-0.006175349994818095	0.8786513052017642	
Tmem55b	-0.289927163820076	0.000757700003734893	
Srsf6	-0.06474784420869337	0.3671104354156747	
Trmt1	1.4397055005025154	0.004517995302514823	
Psmd1	-0.24331915431633833	0.011932780875404378	
Dhps	0.6515244567291629	0.10632089275857763	
Zfyve27	0.7021860325271233	0.05255793982161928	
Mphosph8	0.10013698494867435	0.5922515558267529	
	0.37620318596773383	0.18996650635021023	
Smyd5	0.30098747265685744	0.03773751956661657	
Alg11	0.35669825976392483	0.24416713551185065	
Nol9	0.1088711164949663	0.5030740120476811	
Esyt2	0.4252652089620169	0.16029770207597918	
Dhrs11	0.556290848113008	0.05005824769457542	
Tbc1d2b	-0.08627115490508187	0.15904532376582062	
Ogfod1	0.8922261450172055	0.01434219110148573	
Trappc9	-0.018524349992835146	0.8356200756169117	
Khsrp	0.0874875841911222	0.21491296879640034	
Tradd	-0.7934746844550036	6.805617208739823e-7	
